char,level,tgh_index,pinyin
亘,2,3585,gèn
厍,2,3586,shè
夼,2,3587,kuǎng
戍,2,3588,shù
尥,2,3589,liào
乩,2,3590,jī
旯,2,3591,lá
曳,2,3592,yè
岌,2,3593,jí
屺,2,3594,qǐ
凼,2,3595,dàng
囡,2,3596,nān
钇,2,3597,yǐ
缶,2,3598,fǒu
氘,2,3599,dāo
氖,2,3600,nǎi
牝,2,3601,pìn
伎,2,3602,jì
伛,2,3603,yǔ
伢,2,3604,yá
佤,2,3605,wǎ
仵,2,3606,wǔ
伥,2,3607,chāng
伧,2,3608,cāng
伉,2,3609,kàng
伫,2,3610,zhù
囟,2,3611,xìn
汆,2,3612,cuān
刖,2,3613,yuè
夙,2,3614,sù
旮,2,3615,gā
刎,2,3616,wěn
犷,2,3617,guǎng
犸,2,3618,mǎ
舛,2,3619,chuǎn
凫,2,3620,fú
邬,2,3621,wū
饧,2,3622,xíng
汕,2,3623,shàn
汔,2,3624,qì
汐,2,3625,xī
汲,2,3626,jí
汜,2,3627,sì
汊,2,3628,chà
忖,2,3629,cǔn
忏,2,3630,chàn
讴,2,3631,ōu
讵,2,3632,jù
祁,2,3633,qí
讷,2,3634,nè
聿,2,3635,yù
艮,2,3636,gěn gèn
厾,2,3637,dū
阱,2,3638,jǐng
阮,2,3639,ruǎn
阪,2,3640,bǎn
丞,2,3641,chéng
妁,2,3642,shuò
牟,2,3643,móu mù
纡,2,3644,yū
纣,2,3645,zhòu
纥,2,3646,hé
纨,2,3647,wán
玕,2,3648,gān
玙,2,3649,yú
抟,2,3650,tuán
抔,2,3651,póu
圻,2,3652,qí
坂,2,3653,bǎn
坍,2,3654,tān
坞,2,3655,wù
抃,2,3656,biàn
抉,2,3657,jué
㧐,2,3658,sǒng
芫,2,3659,yán yuán
邯,2,3660,hán
芸,2,3661,yún
芾,2,3662,fèi fú
苈,2,3663,lì
苣,2,3664,jù qǔ
芷,2,3665,zhǐ
芮,2,3666,ruì
苋,2,3667,xiàn
芼,2,3668,mào
苌,2,3669,cháng
苁,2,3670,cōng
芩,2,3671,qín
芪,2,3672,qí
芡,2,3673,qiàn
芟,2,3674,shān
苄,2,3675,biàn
苎,2,3676,zhù
苡,2,3677,yǐ
杌,2,3678,wù
杓,2,3679,biāo
杞,2,3680,qǐ
杈,2,3681,chā chà
忑,2,3682,tè
孛,2,3683,bèi
邴,2,3684,bǐng
邳,2,3685,pī
矶,2,3686,jī
奁,2,3687,lián
豕,2,3688,shǐ
忒,2,3689,tuī
欤,2,3690,yú
轫,2,3691,rèn
迓,2,3692,yà
邶,2,3693,bèi
忐,2,3694,tǎn
卣,2,3695,yǒu
邺,2,3696,yè
旰,2,3697,gàn
呋,2,3698,fū
呒,2,3699,ḿ
呓,2,3700,yì
呔,2,3701,dāi
呖,2,3702,lì
呃,2,3703,è e
旸,2,3704,yáng
吡,2,3705,bǐ
町,2,3706,dīng
虬,2,3707,qiú
呗,2,3708,bei
吽,2,3709,hōng
吣,2,3710,qìn
吲,2,3711,yǐn
帏,2,3712,wéi
岐,2,3713,qí
岈,2,3714,yá
岘,2,3715,xiàn
岑,2,3716,cén
岚,2,3717,lán
兕,2,3718,sì
囵,2,3719,lún
囫,2,3720,hú
钊,2,3721,zhāo
钋,2,3722,pō
钌,2,3723,liǎo liào
迕,2,3724,wǔ
氙,2,3725,xiān
氚,2,3726,chuān
牤,2,3727,māng
佞,2,3728,nìng
邱,2,3729,qiū
攸,2,3730,yōu
佚,2,3731,yì
佝,2,3732,gōu
佟,2,3733,tóng
佗,2,3734,tuó
伽,2,3735,gā jiā qié
彷,2,3736,páng
佘,2,3737,shé
佥,2,3738,qiān
孚,2,3739,fú
豸,2,3740,zhài zhì
坌,2,3741,bèn
肟,2,3742,wò
邸,2,3743,dǐ
奂,2,3744,huàn
劬,2,3745,qú
狄,2,3746,dí
狁,2,3747,yǔn
鸠,2,3748,jiū
邹,2,3749,zōu
饨,2,3750,tún
饩,2,3751,xì
饪,2,3752,rèn
饫,2,3753,yù
饬,2,3754,chì
亨,2,3755,hēng
庑,2,3756,wǔ
庋,2,3757,guǐ
疔,2,3758,dīng
疖,2,3759,jiē
肓,2,3760,huāng
闱,2,3761,wéi
闳,2,3762,hóng
闵,2,3763,mǐn
羌,2,3764,qiāng
炀,2,3765,yáng
沣,2,3766,fēng
沅,2,3767,yuán
沔,2,3768,miǎn
沤,2,3769,òu
沌,2,3770,dùn zhuàn
沏,2,3771,qī
沚,2,3772,zhǐ
汩,2,3773,gǔ
汨,2,3774,mì
沂,2,3775,yí
汾,2,3776,fén
沨,2,3777,fēng
汴,2,3778,biàn
汶,2,3779,wèn
沆,2,3780,hàng
沩,2,3781,wéi
泐,2,3782,lè
怃,2,3783,wǔ
怄,2,3784,òu
忡,2,3785,chōng
忤,2,3786,wǔ
忾,2,3787,kài
怅,2,3788,chàng
忻,2,3789,xīn
忪,2,3790,sōng
怆,2,3791,chuàng
忭,2,3792,biàn
忸,2,3793,niǔ
诂,2,3794,gǔ
诃,2,3795,hē
诅,2,3796,zǔ
诋,2,3797,dǐ
诌,2,3798,zhōu
诏,2,3799,zhào
诒,2,3800,yí
孜,2,3801,zī
陇,2,3802,lǒng
陀,2,3803,tuó
陂,2,3804,pí
陉,2,3805,xíng
妍,2,3806,yán
妩,2,3807,wǔ
妪,2,3808,yù
妣,2,3809,bǐ
妊,2,3810,rèn
妗,2,3811,jìn
妫,2,3812,guī
妞,2,3813,niū
姒,2,3814,sì
妤,2,3815,yú
邵,2,3816,shào
劭,2,3817,shào
刭,2,3818,jǐng
甬,2,3819,yǒng
邰,2,3820,tái
纭,2,3821,yún
纰,2,3822,pī
纴,2,3823,rèn
纶,2,3824,guān lún
纾,2,3825,shū
玮,2,3826,wěi
玡,2,3827,yá
玭,2,3828,pín
玠,2,3829,jiè
玢,2,3830,bīn fēn
玥,2,3831,yuè
玦,2,3832,jué
盂,2,3833,yú
忝,2,3834,tiǎn
匦,2,3835,guǐ
坩,2,3836,gān
抨,2,3837,pēng
拤,2,3838,qiá
坫,2,3839,diàn
拈,2,3840,niān
垆,2,3841,lú
抻,2,3842,chēn
劼,2,3843,jié
拃,2,3844,zhǎ
拊,2,3845,fǔ
坼,2,3846,chè
坻,2,3847,dǐ
㧟,2,3848,kuǎi
坨,2,3849,tuó
坭,2,3850,ní
抿,2,3851,mǐn
坳,2,3852,ào
耶,2,3853,yē yé
苷,2,3854,gān
苯,2,3855,běn
苤,2,3856,piě
茏,2,3857,lóng
苫,2,3858,shān shàn
苜,2,3859,mù
苴,2,3860,jū
苒,2,3861,rǎn
苘,2,3862,qǐng
茌,2,3863,chí
苻,2,3864,fú
苓,2,3865,líng
茚,2,3866,yìn
茆,2,3867,máo
茑,2,3868,niǎo
茓,2,3869,xué
茔,2,3870,yíng
茕,2,3871,qióng
茀,2,3872,fú
苕,2,3873,sháo
枥,2,3874,lì
枇,2,3875,pí
杪,2,3876,miǎo
杳,2,3877,yǎo
枧,2,3878,jiǎn
杵,2,3879,chǔ
枨,2,3880,chéng
枞,2,3881,cōng zōng
枋,2,3882,fāng
杻,2,3883,chǒu niǔ
杷,2,3884,pá
杼,2,3885,zhù
矸,2,3886,gān
砀,2,3887,dàng
刳,2,3888,kū
奄,2,3889,yǎn
瓯,2,3890,ōu
殁,2,3891,mò
郏,2,3892,jiá
轭,2,3893,è
郅,2,3894,zhì
鸢,2,3895,yuān
盱,2,3896,xū
昊,2,3897,hào
昙,2,3898,tán
杲,2,3899,gǎo
昃,2,3900,zè
咂,2,3901,zā
呸,2,3902,pēi
昕,2,3903,xīn
昀,2,3904,yún
旻,2,3905,mín
昉,2,3906,fǎng
炅,2,3907,guì jiǒng
咔,2,3908,kā kǎ
畀,2,3909,bì
虮,2,3910,jǐ
咀,2,3911,jǔ zuǐ
呷,2,3912,xiā
黾,2,3913,mǐn
呱,2,3914,gū guā
呤,2,3915,lìng
咚,2,3916,dōng
咆,2,3917,páo
咛,2,3918,níng
呶,2,3919,náo
呣,2,3920,ḿ m̀
呦,2,3921,yōu
咝,2,3922,sī
岢,2,3923,kě
岿,2,3924,kuī
岬,2,3925,jiǎ
岫,2,3926,xiù
帙,2,3927,zhì
岣,2,3928,gǒu
峁,2,3929,mǎo
刿,2,3930,guì
迥,2,3931,jiǒng
岷,2,3932,mín
剀,2,3933,kǎi
帔,2,3934,pèi
峄,2,3935,yì
沓,2,3936,dá tà
囹,2,3937,líng
罔,2,3938,wǎng
钍,2,3939,tǔ
钎,2,3940,qiān
钏,2,3941,chuàn
钒,2,3942,fán
钕,2,3943,nǚ
钗,2,3944,chāi
邾,2,3945,zhū
迮,2,3946,zé
牦,2,3947,máo
竺,2,3948,zhú
迤,2,3949,yí yǐ
佶,2,3950,jí
佬,2,3951,lǎo
佰,2,3952,bǎi
侑,2,3953,yòu
侉,2,3954,kuǎ
臾,2,3955,yú
岱,2,3956,dài
侗,2,3957,dòng
侃,2,3958,kǎn
侏,2,3959,zhū
侩,2,3960,kuài
佻,2,3961,tiāo
佾,2,3962,yì
侪,2,3963,chái
佼,2,3964,jiǎo
佯,2,3965,yáng
侬,2,3966,nóng
帛,2,3967,bó
阜,2,3968,fù
侔,2,3969,móu
徂,2,3970,cú
刽,2,3971,guì
郄,2,3972,qiè
怂,2,3973,sǒng
籴,2,3974,dí
瓮,2,3975,wèng
戗,2,3976,qiāng qiàng
肼,2,3977,jǐng
䏝,2,3978,zhuān
肽,2,3979,tài
肱,2,3980,gōng
肫,2,3981,zhūn
剁,2,3982,duò
迩,2,3983,ěr
郇,2,3984,huán xún
狙,2,3985,jū
狎,2,3986,xiá
狍,2,3987,páo
狒,2,3988,fèi
咎,2,3989,jiù
炙,2,3990,zhì
枭,2,3991,xiāo
饯,2,3992,jiàn
饴,2,3993,yí
冽,2,3994,liè
冼,2,3995,xiǎn
庖,2,3996,páo
疠,2,3997,lì
疝,2,3998,shàn
疡,2,3999,yáng
兖,2,4000,yǎn
妾,2,4001,qiè
劾,2,4002,hé
炜,2,4003,wěi
𬉼,2,4004,ǒu
炖,2,4005,dùn
炘,2,4006,xīn
炝,2,4007,qiàng
炔,2,4008,quē
泔,2,4009,gān
沭,2,4010,shù
泷,2,4011,lóng shuāng
泸,2,4012,lú
泱,2,4013,yāng
泅,2,4014,qiú
泗,2,4015,sì
泠,2,4016,líng
泺,2,4017,luò
泖,2,4018,mǎo
泫,2,4019,xuàn
泮,2,4020,pàn
沱,2,4021,tuó
泯,2,4022,mǐn
泓,2,4023,hóng
泾,2,4024,jīng
怙,2,4025,hù
怵,2,4026,chù
怦,2,4027,pēng
怛,2,4028,dá
怏,2,4029,yàng
怍,2,4030,zuò
㤘,2,4031,zhòu
怩,2,4032,ní
怫,2,4033,fú
怿,2,4034,yì
宕,2,4035,dàng
穹,2,4036,qióng
宓,2,4037,fú mì
诓,2,4038,kuāng
诔,2,4039,lěi
诖,2,4040,guà
诘,2,4041,jié
戾,2,4042,lì
诙,2,4043,huī
戽,2,4044,hù
郓,2,4045,yùn
衩,2,4046,chǎ chà
祆,2,4047,xiān
祎,2,4048,yī
祉,2,4049,zhǐ
祇,2,4050,qí
诛,2,4051,zhū
诜,2,4052,shēn
诟,2,4053,gòu
诠,2,4054,quán
诣,2,4055,yì
诤,2,4056,zhèng
诧,2,4057,chà
诨,2,4058,hùn
诩,2,4059,xǔ
戕,2,4060,qiāng
孢,2,4061,bāo
亟,2,4062,jí qì
陔,2,4063,gāi
妲,2,4064,dá
妯,2,4065,zhóu
姗,2,4066,shān
帑,2,4067,tǎng
弩,2,4068,nǔ
孥,2,4069,nú
驽,2,4070,nú
虱,2,4071,shī
迦,2,4072,jiā
迨,2,4073,dài
绀,2,4074,gàn
绁,2,4075,xiè
绂,2,4076,fú
驷,2,4077,sì
驸,2,4078,fù
绉,2,4079,zhòu
绌,2,4080,chù
驿,2,4081,yì
骀,2,4082,dài tái
甾,2,4083,zāi
珏,2,4084,jué
珐,2,4085,fà
珂,2,4086,kē
珑,2,4087,lóng
玳,2,4088,dài
珀,2,4089,pò
顸,2,4090,hān
珉,2,4091,mín
珈,2,4092,jiā
拮,2,4093,jié
垭,2,4094,yā
挝,2,4095,wō
垣,2,4096,yuán
挞,2,4097,tà
垤,2,4098,dié
赳,2,4099,jiū
贲,2,4100,bēn
垱,2,4101,dàng
垌,2,4102,dòng tóng
郝,2,4103,hǎo
垧,2,4104,shǎng
垓,2,4105,gāi
挦,2,4106,xián
垠,2,4107,yín
茜,2,4108,qiàn xī
荚,2,4109,jiá
荑,2,4110,tí yí
贳,2,4111,shì
荜,2,4112,bì
莒,2,4113,jǔ
茼,2,4114,tóng
茴,2,4115,huí
茱,2,4116,zhū
莛,2,4117,tíng
荞,2,4118,qiáo
茯,2,4119,fú
荏,2,4120,rěn
荇,2,4121,xìng
荃,2,4122,quán
荟,2,4123,huì
荀,2,4124,xún
茗,2,4125,míng
荠,2,4126,jì qí
茭,2,4127,jiāo
茨,2,4128,cí
垩,2,4129,è
荥,2,4130,xíng yíng
荦,2,4131,luò
荨,2,4132,qián xún
荩,2,4133,jìn
剋,2,4134,kēi
荪,2,4135,sūn
茹,2,4136,rú
荬,2,4137,mǎi
荮,2,4138,zhòu
柰,2,4139,nài
栉,2,4140,zhì
柯,2,4141,kē
柘,2,4142,zhè
栊,2,4143,lóng
柩,2,4144,jiù
枰,2,4145,píng
栌,2,4146,lú
柙,2,4147,xiá
枵,2,4148,xiāo
柚,2,4149,yóu yòu
枳,2,4150,zhǐ
柞,2,4151,zhà zuò
柝,2,4152,tuò
栀,2,4153,zhī
柢,2,4154,dǐ
栎,2,4155,lì yuè
枸,2,4156,gōu gǒu jǔ
柈,2,4157,bàn
柁,2,4158,tuó
枷,2,4159,jiā
柽,2,4160,chēng
剌,2,4161,là
酊,2,4162,dīng dǐng
郦,2,4163,lì
甭,2,4164,béng
砗,2,4165,chē
砘,2,4166,dùn
砒,2,4167,pī
斫,2,4168,zhuó
砭,2,4169,biān
砜,2,4170,fēng
奎,2,4171,kuí
耷,2,4172,dā
虺,2,4173,huǐ
殂,2,4174,cú
殇,2,4175,shāng
殄,2,4176,tiǎn
殆,2,4177,dài
轱,2,4178,gū
轲,2,4179,kē
轳,2,4180,lú
轶,2,4181,yì
轸,2,4182,zhěn
虿,2,4183,chài
毖,2,4184,bì
觇,2,4185,chān
尜,2,4186,gá
哐,2,4187,kuāng
眄,2,4188,miàn
眍,2,4189,kōu
𠳐,2,4190,bāng
郢,2,4191,yǐng
眇,2,4192,miǎo
眊,2,4193,mào
眈,2,4194,dān
禺,2,4195,yú
哂,2,4196,shěn
咴,2,4197,huī
曷,2,4198,hé
昴,2,4199,mǎo
昱,2,4200,yù
昵,2,4201,nì
咦,2,4202,yí
哓,2,4203,xiāo
哔,2,4204,bì
畎,2,4205,quǎn
毗,2,4206,pí
呲,2,4207,cī
胄,2,4208,zhòu
畋,2,4209,tián
畈,2,4210,fàn
虼,2,4211,gè
虻,2,4212,méng
盅,2,4213,zhōng
咣,2,4214,guāng
哕,2,4215,huì yuě
剐,2,4216,guǎ
郧,2,4217,yún
咻,2,4218,xiū
囿,2,4219,yòu
咿,2,4220,yī
哌,2,4221,pài
哙,2,4222,kuài
哚,2,4223,duǒ
咯,2,4224,gē kǎ lo luò
咩,2,4225,miē
咤,2,4226,zhà
哝,2,4227,nóng
哏,2,4228,gén
哞,2,4229,mōu
峙,2,4230,shì zhì
峣,2,4231,yáo
罘,2,4232,fú
帧,2,4233,zhēn
峒,2,4234,dòng tóng
峤,2,4235,jiào qiáo
峋,2,4236,xún
峥,2,4237,zhēng
贶,2,4238,kuàng
钚,2,4239,bù
钛,2,4240,tài
钡,2,4241,bèi
钣,2,4242,bǎn
钤,2,4243,qián
钨,2,4244,wū
钫,2,4245,fāng
钯,2,4246,bǎ
氡,2,4247,dōng
氟,2,4248,fú
牯,2,4249,gǔ
郜,2,4250,gào
秕,2,4251,bǐ
秭,2,4252,zǐ
竽,2,4253,yú
笈,2,4254,jí
笃,2,4255,dǔ
俦,2,4256,chóu
俨,2,4257,yǎn
俅,2,4258,qiú
俪,2,4259,lì
叟,2,4260,sǒu
垡,2,4261,fá
牮,2,4262,jiàn
俣,2,4263,yǔ
俚,2,4264,lǐ
皈,2,4265,guī
俑,2,4266,yǒng
俟,2,4267,qí sì
逅,2,4268,hòu
徇,2,4269,xùn
徉,2,4270,yáng
舢,2,4271,shān
俞,2,4272,yú
郗,2,4273,xī
俎,2,4274,zǔ
郤,2,4275,xì
爰,2,4276,yuán
郛,2,4277,fú
瓴,2,4278,líng
胨,2,4279,dòng
胪,2,4280,lú
胛,2,4281,jiǎ
胂,2,4282,shèn
胙,2,4283,zuò
胍,2,4284,guā
胗,2,4285,zhēn
胝,2,4286,zhī
朐,2,4287,qú
胫,2,4288,jìng
鸨,2,4289,bǎo
匍,2,4290,pú
狨,2,4291,róng
狯,2,4292,kuài
飑,2,4293,biāo
狩,2,4294,shòu
狲,2,4295,sūn
訇,2,4296,hōng
逄,2,4297,páng
昝,2,4298,zǎn
饷,2,4299,xiǎng
饸,2,4300,hé
饹,2,4301,gē le
胤,2,4302,yìn
孪,2,4303,luán
娈,2,4304,luán
弈,2,4305,yì
奕,2,4306,yì
庥,2,4307,xiū
疬,2,4308,lì
疣,2,4309,yóu
疥,2,4310,jiè
疭,2,4311,zòng
庠,2,4312,xiáng
竑,2,4313,hóng
彦,2,4314,yàn
飒,2,4315,sà
闼,2,4316,tà
闾,2,4317,lǘ
闿,2,4318,kǎi
阂,2,4319,hé
羑,2,4320,yǒu
迸,2,4321,bèng
籼,2,4322,xiān
酋,2,4323,qiú
炳,2,4324,bǐng
炻,2,4325,shí
炽,2,4326,chì
炯,2,4327,jiǒng
烀,2,4328,hū
炷,2,4329,zhù
烃,2,4330,tīng
洱,2,4331,ěr
洹,2,4332,huán
洧,2,4333,wěi
洌,2,4334,liè
浃,2,4335,jiā
洇,2,4336,yīn
洄,2,4337,huí
洙,2,4338,zhū
涎,2,4339,xián
洎,2,4340,jì
洫,2,4341,xù
浍,2,4342,huì
洮,2,4343,táo
洵,2,4344,xún
浒,2,4345,hǔ xǔ
浔,2,4346,xún
浕,2,4347,jìn
洳,2,4348,rù
恸,2,4349,tòng
恓,2,4350,xī
恹,2,4351,yān
恫,2,4352,dòng
恺,2,4353,kǎi
恻,2,4354,cè
恂,2,4355,xún
恪,2,4356,kè
恽,2,4357,yùn
宥,2,4358,yòu
扃,2,4359,jiōng
衲,2,4360,nà
衽,2,4361,rèn
衿,2,4362,jīn
袂,2,4363,mèi
祛,2,4364,qū
祜,2,4365,hù
祓,2,4366,fú
祚,2,4367,zuò
诮,2,4368,qiào
祗,2,4369,zhī
祢,2,4370,mí
诰,2,4371,gào
诳,2,4372,kuáng
鸩,2,4373,zhèn
昶,2,4374,chǎng
郡,2,4375,jùn
咫,2,4376,zhǐ
弭,2,4377,mǐ
牁,2,4378,kē
胥,2,4379,xū
陛,2,4380,bì
陟,2,4381,zhì
娅,2,4382,yà
姮,2,4383,héng
娆,2,4384,ráo
姝,2,4385,shū
姣,2,4386,jiāo
姘,2,4387,pīn
姹,2,4388,chà
怼,2,4389,duì
羿,2,4390,yì
炱,2,4391,tái
矜,2,4392,jīn
绔,2,4393,kù
骁,2,4394,xiāo
骅,2,4395,huá
绗,2,4396,háng
绛,2,4397,jiàng
骈,2,4398,pián
耖,2,4399,chào
挈,2,4400,qiè
珥,2,4401,ěr
珙,2,4402,gǒng
顼,2,4403,xū
珰,2,4404,dāng
珩,2,4405,héng
珧,2,4406,yáo
珣,2,4407,xún
珞,2,4408,luò
琤,2,4409,chēng
珲,2,4410,hún
敖,2,4411,áo
恚,2,4412,huì
埔,2,4413,bù pǔ
埕,2,4414,chéng
埘,2,4415,shí
埙,2,4416,xūn
埚,2,4417,guō
挹,2,4418,yì
耆,2,4419,qí
耄,2,4420,mào
埒,2,4421,liè
捋,2,4422,lǚ luō
贽,2,4423,zhì
垸,2,4424,yuàn
捃,2,4425,jùn
盍,2,4426,hé
荸,2,4427,bí
莆,2,4428,pú
莳,2,4429,shí shì
莴,2,4430,wō
莪,2,4431,é
莠,2,4432,yǒu
莓,2,4433,méi
莜,2,4434,yóu
莅,2,4435,lì
荼,2,4436,tú
莩,2,4437,fú
荽,2,4438,suī
莸,2,4439,yóu
荻,2,4440,dí
莘,2,4441,shēn xīn
莎,2,4442,shā suō
莞,2,4443,guǎn wǎn
莨,2,4444,làng liáng
鸪,2,4445,gū
莼,2,4446,chún
栲,2,4447,kǎo
栳,2,4448,lǎo
郴,2,4449,chēn
桓,2,4450,huán
桡,2,4451,ráo
桎,2,4452,zhì
桢,2,4453,zhēn
桤,2,4454,qī
梃,2,4455,tǐng tìng
栝,2,4456,guā
桕,2,4457,jiù
桁,2,4458,héng
桧,2,4459,guì huì
桅,2,4460,wéi
栟,2,4461,bēn
桉,2,4462,ān
栩,2,4463,xǔ
逑,2,4464,qiú
逋,2,4465,bū
彧,2,4466,yù
鬲,2,4467,gé lì
豇,2,4468,jiāng
酐,2,4469,gān
逦,2,4470,lǐ
厝,2,4471,cuò
孬,2,4472,nāo
砝,2,4473,fǎ
砹,2,4474,ài
砺,2,4475,lì
砧,2,4476,zhēn
砷,2,4477,shēn
砟,2,4478,zhǎ
砼,2,4479,tóng
砥,2,4480,dǐ
砣,2,4481,tuó
剞,2,4482,jī
砻,2,4483,lóng
轼,2,4484,shì
轾,2,4485,zhì
辂,2,4486,lù
鸫,2,4487,dōng
趸,2,4488,dǔn
龀,2,4489,chèn
鸬,2,4490,lú
虔,2,4491,qián
逍,2,4492,xiāo
眬,2,4493,lóng
唛,2,4494,mài
晟,2,4495,chéng
眩,2,4496,xuàn
眙,2,4497,yí
哧,2,4498,chī
哽,2,4499,gěng
唔,2,4500,wú
晁,2,4501,cháo
晏,2,4502,yàn
鸮,2,4503,xiāo
趵,2,4504,bào
趿,2,4505,tā
畛,2,4506,zhěn
蚨,2,4507,fú
蚜,2,4508,yá
蚍,2,4509,pí
蚋,2,4510,ruì
蚬,2,4511,xiǎn
蚝,2,4512,háo
蚧,2,4513,jiè
唢,2,4514,suǒ
圄,2,4515,yǔ
唣,2,4516,zào
唏,2,4517,xī
盎,2,4518,àng
唑,2,4519,zuò
崂,2,4520,láo
崃,2,4521,lái
罡,2,4522,gāng
罟,2,4523,gǔ
峪,2,4524,yù
觊,2,4525,jì
赅,2,4526,gāi
钰,2,4527,yù
钲,2,4528,zhēng
钴,2,4529,gǔ
钵,2,4530,bō
钹,2,4531,bó
钺,2,4532,yuè
钽,2,4533,tǎn
钼,2,4534,mù
钿,2,4535,diàn
铀,2,4536,yóu
铂,2,4537,bó
铄,2,4538,shuò
铆,2,4539,mǎo
铈,2,4540,shì
铉,2,4541,xuàn
铊,2,4542,tā tuó
铋,2,4543,bì
铌,2,4544,ní
铍,2,4545,pí
䥽,2,4546,pō
铎,2,4547,duó
氩,2,4548,yà
氤,2,4549,yīn
氦,2,4550,hài
毪,2,4551,mú
舐,2,4552,shì
秣,2,4553,mò
秫,2,4554,shú
盉,2,4555,hé
笄,2,4556,jī
笕,2,4557,jiǎn
笊,2,4558,zhào
笏,2,4559,hù
笆,2,4560,bā
俸,2,4561,fèng
倩,2,4562,qiàn
俵,2,4563,biào
偌,2,4564,ruò
俳,2,4565,pái
俶,2,4566,chù
倬,2,4567,zhuō
倏,2,4568,shū
恁,2,4569,nèn
倭,2,4570,wō
倪,2,4571,ní
俾,2,4572,bǐ
倜,2,4573,tì
隼,2,4574,sǔn
隽,2,4575,juàn
倌,2,4576,guān
倥,2,4577,kǒng
臬,2,4578,niè
皋,2,4579,gāo
郫,2,4580,pí
倨,2,4581,jù
衄,2,4582,nǜ
颀,2,4583,qí
徕,2,4584,lái
舫,2,4585,fǎng
釜,2,4586,fǔ
奚,2,4587,xī
衾,2,4588,qīn
胯,2,4589,kuà
胱,2,4590,guāng
胴,2,4591,dòng
胭,2,4592,yān
脍,2,4593,kuài
胼,2,4594,pián
朕,2,4595,zhèn
脒,2,4596,mǐ
胺,2,4597,àn
鸱,2,4598,chī
玺,2,4599,xǐ
鸲,2,4600,qú
狷,2,4601,juàn
猁,2,4602,lì
狳,2,4603,yú
猃,2,4604,xiǎn
狺,2,4605,yín
逖,2,4606,tì
桀,2,4607,jié
袅,2,4608,niǎo
饽,2,4609,bō
凇,2,4610,sōng
栾,2,4611,luán
挛,2,4612,luán
亳,2,4613,bó
疳,2,4614,gān
疴,2,4615,kē
疸,2,4616,dǎn
疽,2,4617,jū
痈,2,4618,yōng
疱,2,4619,pào
痂,2,4620,jiā
痉,2,4621,jìng
衮,2,4622,gǔn
凋,2,4623,diāo
颃,2,4624,háng
恣,2,4625,zì
旆,2,4626,pèi
旄,2,4627,máo
旃,2,4628,zhān
阃,2,4629,kǔn
阄,2,4630,jiū
訚,2,4631,yín
阆,2,4632,làng
恙,2,4633,yàng
粑,2,4634,bā
朔,2,4635,shuò
郸,2,4636,dān
烜,2,4637,xuǎn
烨,2,4638,yè
烩,2,4639,huì
烊,2,4640,yáng yàng
剡,2,4641,shàn
郯,2,4642,tán
烬,2,4643,jìn
涑,2,4644,sù
浯,2,4645,wú
涞,2,4646,lái
涟,2,4647,lián
娑,2,4648,suō
涅,2,4649,niè
涠,2,4650,wéi
浞,2,4651,zhuó
涓,2,4652,juān
浥,2,4653,yì
涔,2,4654,cén
浜,2,4655,bāng
浠,2,4656,xī
浣,2,4657,huàn
浚,2,4658,jùn xùn
悚,2,4659,sǒng
悭,2,4660,qiān
悝,2,4661,kuī
悒,2,4662,yì
悌,2,4663,tì
悛,2,4664,quān
宸,2,4665,chén
窈,2,4666,yǎo
剜,2,4667,wān
诹,2,4668,zōu
冢,2,4669,zhǒng
诼,2,4670,zhuó
袒,2,4671,tǎn
袢,2,4672,pàn
祯,2,4673,zhēn
诿,2,4674,wěi
谀,2,4675,yú
谂,2,4676,shěn
谄,2,4677,chǎn
谇,2,4678,suì
屐,2,4679,jī
屙,2,4680,ē
陬,2,4681,zōu
勐,2,4682,měng
奘,2,4683,zàng zhuǎng
牂,2,4684,zāng
蚩,2,4685,chī
陲,2,4686,chuí
姬,2,4687,jī
娠,2,4688,shēn
娌,2,4689,lǐ
娉,2,4690,pīng
娲,2,4691,wā
娩,2,4692,miǎn
娴,2,4693,xián
娣,2,4694,dì
娓,2,4695,wěi
婀,2,4696,ē
畚,2,4697,běn
逡,2,4698,qūn
绠,2,4699,gěng
骊,2,4700,lí
绡,2,4701,xiāo
骋,2,4702,chěng
绥,2,4703,suí
绦,2,4704,tāo
绨,2,4705,tì
骎,2,4706,qīn
邕,2,4707,yōng
鸶,2,4708,sī
彗,2,4709,huì
耜,2,4710,sì
焘,2,4711,tāo
舂,2,4712,chōng
琏,2,4713,liǎn
琇,2,4714,xiù
麸,2,4715,fū
揶,2,4716,yé
埴,2,4717,zhí
埯,2,4718,ǎn
捯,2,4719,dáo
掳,2,4720,lǔ
掴,2,4721,guāi
埸,2,4722,yì
埵,2,4723,duǒ
赧,2,4724,nǎn
埤,2,4725,pì
捭,2,4726,bǎi
逵,2,4727,kuí
埝,2,4728,niàn
堋,2,4729,péng
堍,2,4730,tù
掬,2,4731,jū
鸷,2,4732,zhì
掖,2,4733,yē yè
捽,2,4734,zuó
掊,2,4735,póu pǒu
堉,2,4736,yù
掸,2,4737,dǎn
捩,2,4738,liè
掮,2,4739,qián
悫,2,4740,què
埭,2,4741,dài
埽,2,4742,sào
掇,2,4743,duō
掼,2,4744,guàn
聃,2,4745,dān
菁,2,4746,jīng
萁,2,4747,qí
菘,2,4748,sōng
堇,2,4749,jǐn
萘,2,4750,nài
萋,2,4751,qī
菽,2,4752,shū
菖,2,4753,chāng
