char,level,tgh_index,pinyin
泥,1,1258,ní nì
沸,1,1259,fèi
沼,1,1260,zhǎo
波,1,1261,bō
泼,1,1262,pō
泽,1,1263,zé
治,1,1264,zhì
怔,1,1265,zhèng
怯,1,1266,qiè
怖,1,1267,bù
性,1,1268,xìng
怕,1,1269,pà
怜,1,1270,lián
怪,1,1271,guài
怡,1,1272,yí
学,1,1273,xué
宝,1,1274,bǎo
宗,1,1275,zōng
定,1,1276,dìng
宠,1,1277,chǒng
宜,1,1278,yí
审,1,1279,shěn
宙,1,1280,zhòu
官,1,1281,guān
空,1,1282,kōng kòng
帘,1,1283,lián
宛,1,1284,wǎn
实,1,1285,shí
试,1,1286,shì
郎,1,1287,láng làng
诗,1,1288,shī
肩,1,1289,jiān
房,1,1290,fáng
诚,1,1291,chéng
衬,1,1292,chèn
衫,1,1293,shān
视,1,1294,shì
祈,1,1295,qí
话,1,1296,huà
诞,1,1297,dàn
诡,1,1298,guǐ
询,1,1299,xún
该,1,1300,gāi
详,1,1301,xiáng
建,1,1302,jiàn
肃,1,1303,sù
录,1,1304,lù
隶,1,1305,lì
帚,1,1306,zhǒu
屉,1,1307,tì
居,1,1308,jū
届,1,1309,jiè
刷,1,1310,shuā shuà
屈,1,1311,qū
弧,1,1312,hú
弥,1,1313,mí
弦,1,1314,xián
承,1,1315,chéng
孟,1,1316,mèng
陋,1,1317,lòu
陌,1,1318,mò
孤,1,1319,gū
陕,1,1320,shǎn
降,1,1321,jiàng xiáng
函,1,1322,hán
限,1,1323,xiàn
妹,1,1324,mèi
姑,1,1325,gū
姐,1,1326,jiě
姓,1,1327,xìng
妮,1,1328,nī
始,1,1329,shǐ
姆,1,1330,mǔ
迢,1,1331,tiáo
驾,1,1332,jià
叁,1,1333,sān
参,1,1334,cān cēn shēn
艰,1,1335,jiān
线,1,1336,xiàn
练,1,1337,liàn
组,1,1338,zǔ
绅,1,1339,shēn
细,1,1340,xì
驶,1,1341,shǐ
织,1,1342,zhī
驹,1,1343,jū
终,1,1344,zhōng
驻,1,1345,zhù
绊,1,1346,bàn
驼,1,1347,tuó
绍,1,1348,shào
绎,1,1349,yì
经,1,1350,jīng jìng
贯,1,1351,guàn
契,1,1352,qì
贰,1,1353,èr
奏,1,1354,zòu
春,1,1355,chūn
帮,1,1356,bāng
玷,1,1357,diàn
珍,1,1358,zhēn
玲,1,1359,líng
珊,1,1360,shān
玻,1,1361,bō
毒,1,1362,dú
型,1,1363,xíng
拭,1,1364,shì
挂,1,1365,guà
封,1,1366,fēng
持,1,1367,chí
拷,1,1368,kǎo
拱,1,1369,gǒng
项,1,1370,xiàng
垮,1,1371,kuǎ
挎,1,1372,kuà
城,1,1373,chéng
挟,1,1374,xié
挠,1,1375,náo
政,1,1376,zhèng
赴,1,1377,fù
赵,1,1378,zhào
挡,1,1379,dǎng dàng
拽,1,1380,zhuài
哉,1,1381,zāi
挺,1,1382,tǐng
括,1,1383,kuò
垢,1,1384,gòu
拴,1,1385,shuān
拾,1,1386,shè shí
挑,1,1387,tiāo tiǎo
垛,1,1388,duǒ duò
指,1,1389,zhǐ
垫,1,1390,diàn
挣,1,1391,zhēng zhèng
挤,1,1392,jǐ
拼,1,1393,pīn
挖,1,1394,wā
按,1,1395,àn
挥,1,1396,huī
挪,1,1397,nuó
拯,1,1398,zhěng
某,1,1399,mǒu
甚,1,1400,shèn
荆,1,1401,jīng
茸,1,1402,róng
革,1,1403,gé
茬,1,1404,chá
荐,1,1405,jiàn
巷,1,1406,hàng xiàng
带,1,1407,dài
草,1,1408,cǎo
茧,1,1409,jiǎn
茵,1,1410,yīn
茶,1,1411,chá
荒,1,1412,huāng
茫,1,1413,máng
荡,1,1414,dàng
荣,1,1415,róng
荤,1,1416,hūn
荧,1,1417,yíng
故,1,1418,gù
胡,1,1419,hú
荫,1,1420,yīn yìn
荔,1,1421,lì
南,1,1422,nā nán
药,1,1423,yào
标,1,1424,biāo
栈,1,1425,zhàn
柑,1,1426,gān
枯,1,1427,kū
柄,1,1428,bǐng
栋,1,1429,dòng
相,1,1430,xiāng xiàng
查,1,1431,chá zhā
柏,1,1432,bǎi bó
栅,1,1433,shān zhà
柳,1,1434,liǔ
柱,1,1435,zhù
柿,1,1436,shì
栏,1,1437,lán
柠,1,1438,níng
树,1,1439,shù
勃,1,1440,bó
要,1,1441,yāo yào
柬,1,1442,jiǎn
咸,1,1443,xián
威,1,1444,wēi
歪,1,1445,wāi
研,1,1446,yán
砖,1,1447,zhuān
厘,1,1448,lí
厚,1,1449,hòu
砌,1,1450,qì
砂,1,1451,shā
泵,1,1452,bèng
砚,1,1453,yàn
砍,1,1454,kǎn
面,1,1455,miàn
耐,1,1456,nài
耍,1,1457,shuǎ
牵,1,1458,qiān
鸥,1,1459,ōu
残,1,1460,cán
殃,1,1461,yāng
轴,1,1462,zhóu zhòu
轻,1,1463,qīng
鸦,1,1464,yā
皆,1,1465,jiē
韭,1,1466,jiǔ
背,1,1467,bēi bèi
战,1,1468,zhàn
点,1,1469,diǎn
虐,1,1470,nüè
临,1,1471,lín
览,1,1472,lǎn
竖,1,1473,shù
省,1,1474,shěng xǐng
削,1,1475,xiāo xuē
尝,1,1476,cháng
昧,1,1477,mèi
盹,1,1478,dǔn
是,1,1479,shì
盼,1,1480,pàn
眨,1,1481,zhǎ
哇,1,1482,wā wa
哄,1,1483,hōng hǒng hòng
哑,1,1484,yā yǎ
显,1,1485,xiǎn
冒,1,1486,mào
映,1,1487,yìng
星,1,1488,xīng
昨,1,1489,zuó
咧,1,1490,liē liě
昭,1,1491,zhāo
畏,1,1492,wèi
趴,1,1493,pā
胃,1,1494,wèi
贵,1,1495,guì
界,1,1496,jiè
虹,1,1497,hóng jiàng
虾,1,1498,xiā
蚁,1,1499,yǐ
思,1,1500,sī
蚂,1,1501,mǎ mà
虽,1,1502,suī
品,1,1503,pǐn
咽,1,1504,yān yàn yè
骂,1,1505,mà
勋,1,1506,xūn
哗,1,1507,huā huá
咱,1,1508,zán
响,1,1509,xiǎng
哈,1,1510,hā hǎ hà
哆,1,1511,duō
咬,1,1512,yǎo
咳,1,1513,hāi ké
咪,1,1514,mī mǐ
哪,1,1515,nǎ na né
哟,1,1516,yō yo
炭,1,1517,tàn
峡,1,1518,xiá
罚,1,1519,fá
贱,1,1520,jiàn
贴,1,1521,tiē
贻,1,1522,yí
骨,1,1523,gū gǔ
幽,1,1524,yōu
钙,1,1525,gài
钝,1,1526,dùn
钞,1,1527,chāo
钟,1,1528,zhōng
钢,1,1529,gāng gàng
钠,1,1530,nà
钥,1,1531,yào yuè
钦,1,1532,qīn
钧,1,1533,jūn
钩,1,1534,gōu
钮,1,1535,niǔ
卸,1,1536,xiè
缸,1,1537,gāng
拜,1,1538,bái bài
看,1,1539,kān kàn
矩,1,1540,jǔ
毡,1,1541,zhān
氢,1,1542,qīng
怎,1,1543,zěn
牲,1,1544,shēng
选,1,1545,xuǎn
适,1,1546,shì
秒,1,1547,miǎo
香,1,1548,xiāng
种,1,1549,chóng zhǒng zhòng
秋,1,1550,qiū
科,1,1551,kē
重,1,1552,chóng zhòng
复,1,1553,fù
竿,1,1554,gān
段,1,1555,duàn
便,1,1556,biàn pián
俩,1,1557,liǎ liǎng
贷,1,1558,dài
顺,1,1559,shùn
修,1,1560,xiū
俏,1,1561,qiào
保,1,1562,bǎo
促,1,1563,cù
俄,1,1564,é
俐,1,1565,lì
侮,1,1566,wǔ
俭,1,1567,jiǎn
俗,1,1568,sú
俘,1,1569,fú
信,1,1570,xìn
皇,1,1571,huáng
泉,1,1572,quán
鬼,1,1573,guǐ
侵,1,1574,qīn
禹,1,1575,yǔ
侯,1,1576,hóu hòu
追,1,1577,zhuī
俊,1,1578,jùn
盾,1,1579,dùn
待,1,1580,dāi dài
徊,1,1581,huái
衍,1,1582,yǎn
律,1,1583,lǜ
很,1,1584,hěn
须,1,1585,xū
叙,1,1586,xù
剑,1,1587,jiàn
逃,1,1588,táo
食,1,1589,shí
盆,1,1590,pén
胚,1,1591,pēi
胧,1,1592,lóng
胆,1,1593,dǎn
胜,1,1594,shèng
胞,1,1595,bāo
胖,1,1596,pán pàng
脉,1,1597,mài mò
胎,1,1598,tāi
勉,1,1599,miǎn
狭,1,1600,xiá
狮,1,1601,shī
独,1,1602,dú
狰,1,1603,zhēng
狡,1,1604,jiǎo
狱,1,1605,yù
狠,1,1606,hěn
贸,1,1607,mào
怨,1,1608,yuàn
急,1,1609,jí
饵,1,1610,ěr
饶,1,1611,ráo
蚀,1,1612,shí
饺,1,1613,jiǎo
饼,1,1614,bǐng
峦,1,1615,luán
弯,1,1616,wān
将,1,1617,jiāng jiàng
奖,1,1618,jiǎng
哀,1,1619,āi
亭,1,1620,tíng
亮,1,1621,liàng
度,1,1622,dù duó
迹,1,1623,jì
庭,1,1624,tíng
疮,1,1625,chuāng
疯,1,1626,fēng
疫,1,1627,yì
疤,1,1628,bā
咨,1,1629,zī
姿,1,1630,zī
亲,1,1631,qīn qìng
音,1,1632,yīn
帝,1,1633,dì
施,1,1634,shī
闺,1,1635,guī
闻,1,1636,wén
闽,1,1637,mǐn
阀,1,1638,fá
阁,1,1639,gé
差,1,1640,chā chà chāi cī
养,1,1641,yǎng
美,1,1642,měi
姜,1,1643,jiāng
叛,1,1644,pàn
送,1,1645,sòng
类,1,1646,lèi
迷,1,1647,mí
籽,1,1648,zǐ
娄,1,1649,lóu
前,1,1650,qián
首,1,1651,shǒu
逆,1,1652,nì
兹,1,1653,cí zī
总,1,1654,zǒng
炼,1,1655,liàn
炸,1,1656,zhá zhà
烁,1,1657,shuò
炮,1,1658,bāo páo pào
炫,1,1659,xuàn
烂,1,1660,làn
剃,1,1661,tì
洼,1,1662,wā
洁,1,1663,jié
洪,1,1664,hóng
洒,1,1665,sǎ
柒,1,1666,qī
浇,1,1667,jiāo
浊,1,1668,zhuó
洞,1,1669,dòng tóng
测,1,1670,cè
洗,1,1671,xǐ xiǎn
活,1,1672,huó
派,1,1673,pài
洽,1,1674,qià
染,1,1675,rǎn
洛,1,1676,luò
浏,1,1677,liú
济,1,1678,jǐ jì
洋,1,1679,yáng
洲,1,1680,zhōu
浑,1,1681,hún
浓,1,1682,nóng
津,1,1683,jīn
恃,1,1684,shì
恒,1,1685,héng
恢,1,1686,huī
恍,1,1687,huǎng
恬,1,1688,tián
恤,1,1689,xù
恰,1,1690,qià
恼,1,1691,nǎo
恨,1,1692,hèn
举,1,1693,jǔ
觉,1,1694,jiào jué
宣,1,1695,xuān
宦,1,1696,huàn
室,1,1697,shì
宫,1,1698,gōng
宪,1,1699,xiàn
突,1,1700,tū
穿,1,1701,chuān
窃,1,1702,qiè
客,1,1703,kè
诫,1,1704,jiè
冠,1,1705,guān guàn
诬,1,1706,wū
语,1,1707,yǔ
扁,1,1708,biǎn piān
袄,1,1709,ǎo
祖,1,1710,zǔ
神,1,1711,shén
祝,1,1712,zhù
祠,1,1713,cí
误,1,1714,wù
诱,1,1715,yòu
诲,1,1716,huì
说,1,1717,shuì shuō
诵,1,1718,sòng
垦,1,1719,kěn
退,1,1720,tuì
既,1,1721,jì
屋,1,1722,wū
昼,1,1723,zhòu
屏,1,1724,bǐng píng
屎,1,1725,shǐ
费,1,1726,fèi
陡,1,1727,dǒu
逊,1,1728,xùn
眉,1,1729,méi
孩,1,1730,hái
陨,1,1731,yǔn
除,1,1732,chú
险,1,1733,xiǎn
院,1,1734,yuàn
娃,1,1735,wá
姥,1,1736,lǎo
姨,1,1737,yí
姻,1,1738,yīn
娇,1,1739,jiāo
姚,1,1740,yáo
娜,1,1741,nà nuó
怒,1,1742,nù
架,1,1743,jià
贺,1,1744,hè
盈,1,1745,yíng
勇,1,1746,yǒng
怠,1,1747,dài
癸,1,1748,guǐ
蚤,1,1749,zǎo
柔,1,1750,róu
垒,1,1751,lěi
绑,1,1752,bǎng
绒,1,1753,róng
结,1,1754,jiē jié
绕,1,1755,rào
骄,1,1756,jiāo
绘,1,1757,huì
给,1,1758,gěi jǐ
绚,1,1759,xuàn
骆,1,1760,luò
络,1,1761,lào luò
绝,1,1762,jué
绞,1,1763,jiǎo
骇,1,1764,hài
统,1,1765,tǒng
耕,1,1766,gēng
耘,1,1767,yún
耗,1,1768,hào
耙,1,1769,bà pá
艳,1,1770,yàn
泰,1,1771,tài
秦,1,1772,qín
珠,1,1773,zhū
班,1,1774,bān
素,1,1775,sù
匿,1,1776,nì
蚕,1,1777,cán
顽,1,1778,wán
盏,1,1779,zhǎn
匪,1,1780,fěi
捞,1,1781,lāo
栽,1,1782,zāi
捕,1,1783,bǔ
埂,1,1784,gěng
捂,1,1785,wǔ
振,1,1786,zhèn
载,1,1787,zǎi zài
赶,1,1788,gǎn
起,1,1789,qǐ
盐,1,1790,yán
捎,1,1791,shāo shào
捍,1,1792,hàn
捏,1,1793,niē
埋,1,1794,mái mán
捉,1,1795,zhuō
捆,1,1796,kǔn
捐,1,1797,juān
损,1,1798,sǔn
袁,1,1799,yuán
捌,1,1800,bā
都,1,1801,dōu dū
哲,1,1802,zhé
逝,1,1803,shì
捡,1,1804,jiǎn
挫,1,1805,cuò
换,1,1806,huàn
挽,1,1807,wǎn
挚,1,1808,zhì
热,1,1809,rè
恐,1,1810,kǒng
捣,1,1811,dǎo
壶,1,1812,hú
捅,1,1813,tǒng
埃,1,1814,āi
挨,1,1815,āi ái
耻,1,1816,chǐ
耿,1,1817,gěng
耽,1,1818,dān
聂,1,1819,niè
恭,1,1820,gōng
莽,1,1821,mǎng
莱,1,1822,lái
莲,1,1823,lián
莫,1,1824,mò
莉,1,1825,lì
荷,1,1826,hé hè
获,1,1827,huò
晋,1,1828,jìn
恶,1,1829,ě è wù
莹,1,1830,yíng
莺,1,1831,yīng
真,1,1832,zhēn
框,1,1833,kuàng
梆,1,1834,bāng
桂,1,1835,guì
桔,1,1836,jié
栖,1,1837,qī
档,1,1838,dàng
桐,1,1839,tóng
株,1,1840,zhū
桥,1,1841,qiáo
桦,1,1842,huà
栓,1,1843,shuān
桃,1,1844,táo
格,1,1845,gé
桩,1,1846,zhuāng
校,1,1847,jiào xiào
核,1,1848,hé hú
样,1,1849,yàng
根,1,1850,gēn
索,1,1851,suǒ
哥,1,1852,gē
速,1,1853,sù
逗,1,1854,dòu
栗,1,1855,lì
贾,1,1856,gǔ jiǎ
酌,1,1857,zhuó
配,1,1858,pèi
翅,1,1859,chì
辱,1,1860,rǔ
唇,1,1861,chún
夏,1,1862,xià
砸,1,1863,zá
砰,1,1864,pēng
砾,1,1865,lì
础,1,1866,chǔ
破,1,1867,pò
原,1,1868,yuán
套,1,1869,tào
逐,1,1870,zhú
烈,1,1871,liè
殊,1,1872,shū
殉,1,1873,xùn
顾,1,1874,gù
轿,1,1875,jiào
较,1,1876,jiào
顿,1,1877,dùn
毙,1,1878,bì
致,1,1879,zhì
柴,1,1880,chái
桌,1,1881,zhuō
虑,1,1882,lǜ
监,1,1883,jiān jiàn
紧,1,1884,jǐn
党,1,1885,dǎng
逞,1,1886,chěng
晒,1,1887,shài
眠,1,1888,mián
晓,1,1889,xiǎo
哮,1,1890,xiào
唠,1,1891,láo lào
鸭,1,1892,yā
晃,1,1893,huǎng huàng
哺,1,1894,bǔ
晌,1,1895,shǎng
剔,1,1896,tī
晕,1,1897,yūn yùn
蚌,1,1898,bàng bèng
畔,1,1899,pàn
蚣,1,1900,gōng
蚊,1,1901,wén
蚪,1,1902,dǒu
蚓,1,1903,yǐn
哨,1,1904,shào
哩,1,1905,lī li
圃,1,1906,pǔ
哭,1,1907,kū
哦,1,1908,é ó ò
恩,1,1909,ēn
鸯,1,1910,yāng
唤,1,1911,huàn
唁,1,1912,yàn
哼,1,1913,hēng hng
唧,1,1914,jī
啊,1,1915,ā á ǎ à a
唉,1,1916,āi ài
唆,1,1917,suō
罢,1,1918,bà ba
峭,1,1919,qiào
峨,1,1920,é
峰,1,1921,fēng
圆,1,1922,yuán
峻,1,1923,jùn
贼,1,1924,zéi
贿,1,1925,huì
赂,1,1926,lù
赃,1,1927,zāng
钱,1,1928,qián
钳,1,1929,qián
钻,1,1930,zuān zuàn
钾,1,1931,jiǎ
铁,1,1932,tiě
铃,1,1933,líng
铅,1,1934,qiān yán
缺,1,1935,quē
氧,1,1936,yǎng
氨,1,1937,ān
特,1,1938,tè
牺,1,1939,xī
造,1,1940,zào
乘,1,1941,chéng
敌,1,1942,dí
秤,1,1943,chèng
租,1,1944,zū
积,1,1945,jī
秧,1,1946,yāng
秩,1,1947,zhì
称,1,1948,chèn chēng
秘,1,1949,bì mì
透,1,1950,tòu
笔,1,1951,bǐ
笑,1,1952,xiào
笋,1,1953,sǔn
债,1,1954,zhài
借,1,1955,jiè
值,1,1956,zhí
倚,1,1957,yǐ
俺,1,1958,ǎn
倾,1,1959,qīng
倒,1,1960,dǎo dào
倘,1,1961,tǎng
俱,1,1962,jū jù
倡,1,1963,chàng
候,1,1964,hòu
赁,1,1965,lìn
俯,1,1966,fǔ
倍,1,1967,bèi
倦,1,1968,juàn
健,1,1969,jiàn
臭,1,1970,chòu xiù
射,1,1971,shè
躬,1,1972,gōng
息,1,1973,xī
倔,1,1974,jué juè
徒,1,1975,tú
徐,1,1976,xú
殷,1,1977,yān yīn
舰,1,1978,jiàn
舱,1,1979,cāng
般,1,1980,bān
航,1,1981,háng
途,1,1982,tú
拿,1,1983,ná
耸,1,1984,sǒng
爹,1,1985,diē
舀,1,1986,yǎo
爱,1,1987,ài
豺,1,1988,chái
豹,1,1989,bào
颁,1,1990,bān
颂,1,1991,sòng
翁,1,1992,wēng
胰,1,1993,yí
脆,1,1994,cuì
脂,1,1995,zhī
胸,1,1996,xiōng
胳,1,1997,gē gé
脏,1,1998,zāng zàng
脐,1,1999,qí
胶,1,2000,jiāo
脑,1,2001,nǎo
脓,1,2002,nóng
逛,1,2003,guàng
狸,1,2004,lí
狼,1,2005,láng
卿,1,2006,qīng
逢,1,2007,féng
鸵,1,2008,tuó
留,1,2009,liú
鸳,1,2010,yuān
皱,1,2011,zhòu
饿,1,2012,è
馁,1,2013,něi
凌,1,2014,líng
凄,1,2015,qī
恋,1,2016,liàn
桨,1,2017,jiǎng
浆,1,2018,jiāng jiàng
衰,1,2019,shuāi
衷,1,2020,zhōng
高,1,2021,gāo
郭,1,2022,guō
席,1,2023,xí
准,1,2024,zhǔn
座,1,2025,zuò
症,1,2026,zhēng zhèng
病,1,2027,bìng
疾,1,2028,jí
斋,1,2029,zhāi
疹,1,2030,zhěn
疼,1,2031,téng
疲,1,2032,pí
脊,1,2033,jǐ
效,1,2034,xiào
离,1,2035,lí
紊,1,2036,wěn
唐,1,2037,táng
瓷,1,2038,cí
资,1,2039,zī
凉,1,2040,liáng liàng
站,1,2041,zhàn
剖,1,2042,pōu
竞,1,2043,jìng
部,1,2044,bù
旁,1,2045,páng
旅,1,2046,lǚ
畜,1,2047,chù xù
阅,1,2048,yuè
羞,1,2049,xiū
羔,1,2050,gāo
瓶,1,2051,píng
拳,1,2052,quán
粉,1,2053,fěn
料,1,2054,liào
益,1,2055,yì
兼,1,2056,jiān
烤,1,2057,kǎo
烘,1,2058,hōng
烦,1,2059,fán
烧,1,2060,shāo
烛,1,2061,zhú
烟,1,2062,yān
烙,1,2063,lào luò
递,1,2064,dì
涛,1,2065,tāo
浙,1,2066,zhè
涝,1,2067,lào
浦,1,2068,pǔ
酒,1,2069,jiǔ
涉,1,2070,shè
消,1,2071,xiāo
涡,1,2072,guō wō
浩,1,2073,hào
海,1,2074,hǎi
涂,1,2075,tú
浴,1,2076,yù
浮,1,2077,fú
涣,1,2078,huàn
涤,1,2079,dí
流,1,2080,liú
润,1,2081,rùn
涧,1,2082,jiàn
涕,1,2083,tì
浪,1,2084,làng
浸,1,2085,jìn
涨,1,2086,zhǎng zhàng
烫,1,2087,tàng
涩,1,2088,sè
涌,1,2089,chōng yǒng
悖,1,2090,bèi
悟,1,2091,wù
悄,1,2092,qiāo qiǎo
悍,1,2093,hàn
悔,1,2094,huǐ
悯,1,2095,mǐn
悦,1,2096,yuè
害,1,2097,hài
宽,1,2098,kuān
家,1,2099,jiā jia
宵,1,2100,xiāo
宴,1,2101,yàn
宾,1,2102,bīn
窍,1,2103,qiào
窄,1,2104,zhǎi
容,1,2105,róng
宰,1,2106,zǎi
案,1,2107,àn
请,1,2108,qǐng
朗,1,2109,lǎng
诸,1,2110,zhū
诺,1,2111,nuò
读,1,2112,dòu dú
扇,1,2113,shān shàn
诽,1,2114,fěi
袜,1,2115,wà
袖,1,2116,xiù
袍,1,2117,páo
被,1,2118,bèi
祥,1,2119,xiáng
课,1,2120,kè
冥,1,2121,míng
谁,1,2122,shéi shuí
调,1,2123,diào tiáo
冤,1,2124,yuān
谅,1,2125,liàng
谆,1,2126,zhūn
谈,1,2127,tán
谊,1,2128,yì
剥,1,2129,bāo bō
恳,1,2130,kěn
展,1,2131,zhǎn
剧,1,2132,jù
屑,1,2133,xiè
弱,1,2134,ruò
陵,1,2135,líng
祟,1,2136,suì
陶,1,2137,táo
陷,1,2138,xiàn
陪,1,2139,péi
娱,1,2140,yú
娟,1,2141,juān
恕,1,2142,shù
娥,1,2143,é
娘,1,2144,niáng
通,1,2145,tōng tòng
能,1,2146,néng
难,1,2147,nán nàn
预,1,2148,yù
桑,1,2149,sāng
绢,1,2150,juàn
绣,1,2151,xiù
验,1,2152,yàn
继,1,2153,jì
骏,1,2154,jùn
球,1,2155,qiú
琐,1,2156,suǒ
理,1,2157,lǐ
琉,1,2158,liú
琅,1,2159,láng
捧,1,2160,pěng
堵,1,2161,dǔ
措,1,2162,cuò
描,1,2163,miáo
域,1,2164,yù
捺,1,2165,nà
掩,1,2166,yǎn
捷,1,2167,jié
排,1,2168,pái pǎi
焉,1,2169,yān
掉,1,2170,diào
捶,1,2171,chuí
赦,1,2172,shè
堆,1,2173,duī
推,1,2174,tuī
埠,1,2175,bù
掀,1,2176,xiān
授,1,2177,shòu
捻,1,2178,niǎn
教,1,2179,jiāo jiào
掏,1,2180,tāo
掐,1,2181,qiā
掠,1,2182,lüè
掂,1,2183,diān
培,1,2184,péi
接,1,2185,jiē
掷,1,2186,zhì
控,1,2187,kòng
探,1,2188,tàn
据,1,2189,jū jù
掘,1,2190,jué
掺,1,2191,chān
职,1,2192,zhí
基,1,2193,jī
聆,1,2194,líng
勘,1,2195,kān
聊,1,2196,liáo
娶,1,2197,qǔ
著,1,2198,zhù zhuó
菱,1,2199,líng
勒,1,2200,lè lēi
黄,1,2201,huáng
菲,1,2202,fēi fěi
萌,1,2203,méng
萝,1,2204,luó
菌,1,2205,jūn jùn
萎,1,2206,wěi
菜,1,2207,cài
萄,1,2208,táo
菊,1,2209,jú
菩,1,2210,pú
萍,1,2211,píng
菠,1,2212,bō
萤,1,2213,yíng
营,1,2214,yíng
乾,1,2215,qián
萧,1,2216,xiāo
萨,1,2217,sà
菇,1,2218,gū
械,1,2219,xiè
彬,1,2220,bīn
梦,1,2221,mèng
婪,1,2222,lán
梗,1,2223,gěng
梧,1,2224,wú
梢,1,2225,shāo
梅,1,2226,méi
检,1,2227,jiǎn
梳,1,2228,shū
梯,1,2229,tī
桶,1,2230,tǒng
梭,1,2231,suō
救,1,2232,jiù
曹,1,2233,cáo
副,1,2234,fù
票,1,2235,piào
酝,1,2236,yùn
酗,1,2237,xù
厢,1,2238,xiāng
戚,1,2239,qī
硅,1,2240,guī
硕,1,2241,shuò
奢,1,2242,shē
盔,1,2243,kuī
爽,1,2244,shuǎng
聋,1,2245,lóng
袭,1,2246,xí
盛,1,2247,chéng shèng
匾,1,2248,biǎn
雪,1,2249,xuě
辅,1,2250,fǔ
辆,1,2251,liàng
颅,1,2252,lú
虚,1,2253,xū
彪,1,2254,biāo
雀,1,2255,qiāo qiǎo què
堂,1,2256,táng
常,1,2257,cháng
眶,1,2258,kuàng
匙,1,2259,chí shi
晨,1,2260,chén
睁,1,2261,zhēng
眯,1,2262,mī mí
眼,1,2263,yǎn
悬,1,2264,xuán
野,1,2265,yě
啪,1,2266,pā
啦,1,2267,lā la
曼,1,2268,màn
晦,1,2269,huì
晚,1,2270,wǎn
啄,1,2271,zhuó
啡,1,2272,fēi
距,1,2273,jù
趾,1,2274,zhǐ
啃,1,2275,kěn
跃,1,2276,yuè
略,1,2277,lüè
蚯,1,2278,qiū
蛀,1,2279,zhù
蛇,1,2280,shé
唬,1,2281,hǔ
累,1,2282,léi lěi lèi
鄂,1,2283,è
唱,1,2284,chàng
患,1,2285,huàn
啰,1,2286,luō luó luo
唾,1,2287,tuò
唯,1,2288,wéi
啤,1,2289,pí
啥,1,2290,shá
啸,1,2291,xiào
崖,1,2292,yá
崎,1,2293,qí
崭,1,2294,zhǎn
逻,1,2295,luó
崔,1,2296,cuī
帷,1,2297,wéi
崩,1,2298,bēng
崇,1,2299,chóng
崛,1,2300,jué
婴,1,2301,yīng
圈,1,2302,juān juàn quān
铐,1,2303,kào
铛,1,2304,chēng dāng
铝,1,2305,lǚ
铜,1,2306,tóng
铭,1,2307,míng
铲,1,2308,chǎn
银,1,2309,yín
矫,1,2310,jiáo jiǎo
甜,1,2311,tián
秸,1,2312,jiē
梨,1,2313,lí
犁,1,2314,lí
秽,1,2315,huì
移,1,2316,yí
笨,1,2317,bèn
笼,1,2318,lóng lǒng
笛,1,2319,dí
笙,1,2320,shēng
符,1,2321,fú
第,1,2322,dì
敏,1,2323,mǐn
做,1,2324,zuò
袋,1,2325,dài
悠,1,2326,yōu
偿,1,2327,cháng
偶,1,2328,ǒu
偎,1,2329,wēi
偷,1,2330,tōu
您,1,2331,nín
售,1,2332,shòu
停,1,2333,tíng
偏,1,2334,piān
躯,1,2335,qū
兜,1,2336,dōu
假,1,2337,jiǎ jià
衅,1,2338,xìn
徘,1,2339,pái
徙,1,2340,xǐ
得,1,2341,dé de děi
衔,1,2342,xián
盘,1,2343,pán
舶,1,2344,bó
船,1,2345,chuán
舵,1,2346,duò
斜,1,2347,xié
盒,1,2348,hé
鸽,1,2349,gē
敛,1,2350,liǎn
悉,1,2351,xī
欲,1,2352,yù
彩,1,2353,cǎi
领,1,2354,lǐng
脚,1,2355,jiǎo
脖,1,2356,bó
脯,1,2357,fǔ pú
豚,1,2358,tún
脸,1,2359,liǎn
脱,1,2360,tuō
象,1,2361,xiàng
够,1,2362,gòu
逸,1,2363,yì
猜,1,2364,cāi
猪,1,2365,zhū
猎,1,2366,liè
猫,1,2367,māo
凰,1,2368,huáng
猖,1,2369,chāng
猛,1,2370,měng
祭,1,2371,jì zhài
馅,1,2372,xiàn
馆,1,2373,guǎn
凑,1,2374,còu
减,1,2375,jiǎn
毫,1,2376,háo
烹,1,2377,pēng
庶,1,2378,shù
麻,1,2379,má
庵,1,2380,ān
痊,1,2381,quán
痒,1,2382,yǎng
痕,1,2383,hén
廊,1,2384,láng
康,1,2385,kāng
庸,1,2386,yōng
鹿,1,2387,lù
盗,1,2388,dào
章,1,2389,zhāng
竟,1,2390,jìng
商,1,2391,shāng
族,1,2392,zú
旋,1,2393,xuán xuàn
望,1,2394,wàng
率,1,2395,lǜ shuài
阎,1,2396,yán
阐,1,2397,chǎn
着,1,2398,zhāo zháo zhe zhuó
羚,1,2399,líng
盖,1,2400,gài gě
眷,1,2401,juàn
粘,1,2402,nián zhān
粗,1,2403,cū
粒,1,2404,lì
断,1,2405,duàn
剪,1,2406,jiǎn
兽,1,2407,shòu
焊,1,2408,hàn
焕,1,2409,huàn
清,1,2410,qīng
添,1,2411,tiān
鸿,1,2412,hóng
淋,1,2413,lín lìn
涯,1,2414,yá
淹,1,2415,yān
渠,1,2416,qú
渐,1,2417,jiàn
淑,1,2418,shū
淌,1,2419,tǎng
混,1,2420,hùn
淮,1,2421,huái
