//TBCL/Level 1
所以[所以]	suǒyǐ	(Conj) so, therefore [TBCL1*]因為……，所以……。他因為生病，所以沒來上課。
它[它]	tā	(N) it [TBCL1*]我很喜歡這家餐廳，它的東西都很好吃。
汤[湯]	tāng	(N) soup [TBCL1*]一碗湯，喝湯。今天好冷，喝點熱湯吧！
天气[天氣]	tiānqì	(N) weather [TBCL1*]天氣熱，天氣冷，好天氣。明天的天氣怎麼樣？今天天氣很好。
甜[甜]	tián	(Vs) sweet [TBCL1*]這水果很甜。他不喜歡吃甜的東西。
跳[跳]	tiào	(V) to jump [TBCL1*]跳上去，跳下來。小孩子喜歡在床上跳來跳去。
跳舞[跳舞]	tiàowǔ	(V) to dance [TBCL1*]他跳舞跳得很好。他又會唱歌，又會跳舞。
听见[聽見]	tīngjiàn	(Ph) to hear [TBCL1*]聽得見，聽不見。你說什麼，我聽不見。
痛[痛]	tòng	(Vs) painful [TBCL1*]我感冒了，頭很痛。
头[頭]	tóu	(N/M) head / classifier for pigs or livestock [TBCL1*]頭上，頭痛，一頭牛，一頭豬。我感冒了，我的頭很痛。奶奶家有好幾頭豬。
外国[外國]	wàiguó	(N) foreign country [TBCL1*]外國人，外國學生。我們班上有很多外國學生。
外头[外頭]	wàitou	(N) outside [TBCL1*]在外頭，走到外頭，房子外頭。外頭很冷，多穿一點！
玩[玩]	wán	(V) to have fun / to play, to enjoy [TBCL1*]一起玩，出去玩，玩電腦，玩球。明天要不要出去玩？他很喜歡玩電腦。
晚[晚]	wǎn	(Vs) late [TBCL1*]我今天起得太晚。
晚餐[晚餐]	wǎncān	晚餐/晚飯 [wǎncān/wǎnfàn](N) dinner [TBCL1*]吃晚餐。今天晚餐你想吃什麼？
晚饭[晚飯]	wǎnfàn	晚餐/晚飯 [wǎncān/wǎnfàn](N) dinner [TBCL1*]吃晚餐。今天晚餐你想吃什麼？
碗[碗]	wǎn	(N/M) bowl / classifier for calculating the contents of the bowl [TBCL1*]大碗，洗碗，一碗飯，兩碗牛肉麵，一碗湯。我的碗裡有飯也有菜。桌上有三個碗、三雙筷子。我吃了兩碗飯，喝了一碗湯。
万[萬]	wàn	(N) ten thousand [TBCL1*]三萬，百萬，千萬。我們學校有一萬多個人。
为什么[為什麼]	wèishénme	(Ph) why [TBCL1*]你昨天為什麼沒來上課？你為什麼學中文？
午餐[午餐]	wǔcān	午餐/午飯 [wǔcān/wǔfàn](N) lunch [TBCL1*]吃午餐，午餐時間。今天午餐要吃什麼？
午饭[午飯]	wǔfàn	午餐/午飯 [wǔcān/wǔfàn](N) lunch [TBCL1*]吃午餐，午餐時間。今天午餐要吃什麼？
下[下]	xià	(N/V) under / next / to down / get off (transports) [TBCL1*]桌子下，床下，樹下，下個月，下星期，下樓，下去，下車，下公車，下火車，下飛機。我的狗在桌子下睡覺。我坐在樹下看書。下星期我要去法國。我下樓去買咖啡。我要在這裡下車。
下课[下課]	xiàkè	(Ph) after class, after school [TBCL1*]三點下課，下課以後。我們今天下午三點下課。
先[先]	xiān	(Adv) first [TBCL1*]先……，先……再，先……然後。先洗手再吃飯。你有事可以先回家。
像[像]	xiàng	(V/Vs) to resemble / to be similar [TBCL1*]A像B。他長得像他媽媽他長得和他爸爸很像。
小吃[小吃]	xiǎochī	(N) snack, street food [TBCL1*]小吃店，吃小吃。我今天晚上不餓，所以只吃了點小吃。台灣的小吃很好吃。學校附近有很多小吃店。
下雨[下雨]	xiàyǔ	(Ph) to rain [TBCL1*]下了一天的雨。明天會下雨。昨天下了一天的雨。
鞋子[鞋子]	xiézi	鞋子/鞋 [xiézi/xié](N) shoe(s) [TBCL1*]一雙鞋子，穿鞋子，新鞋子。他買了一雙新鞋。這雙鞋子要一千五百元。
鞋[鞋]	xié	鞋子/鞋 [xiézi/xié](N) shoe(s) [TBCL1*]一雙鞋子，穿鞋子，新鞋子。他買了一雙新鞋。這雙鞋子要一千五百元。
星期[星期]	xīngqí	(N) week [TBCL1*]一個星期，下（個）星期，這個星期。一個星期有七天。下星期要考試。
姓[姓]	xìng	(N) surname, family name [TBCL1*]你姓什麼，我姓……。你好，我姓王，叫小明。
休息[休息]	xiūxí	(V) to rest,to take a break [TBCL1*]回家休息，休息十分鐘，休息時間。累了就休息休息！我們休息十分鐘。
眼睛[眼睛]	yǎnjīng	(N) eye [TBCL1*]一雙眼睛。他的眼睛大大的，嘴巴小小的。
药[藥]	yào	(N) medicine, drugs [TBCL1*]吃藥，感冒藥。醫生說：「多休息，不用吃藥」。
衣服[衣服]	yīfú	衣服/衣 [yīfú/yī](N) clothing, clothes [TBCL1*]一件衣服，穿衣服，漂亮的衣服。他今天買了很多衣服。
衣[衣]	yī	衣服/衣 [yīfú/yī](N) clothing, clothes [TBCL1*]一件衣服，穿衣服，漂亮的衣服。他今天買了很多衣服。
一定[一定]	yīdìng	(Adv) certainly, definitely [TBCL1*]一定會，一定是，一定知道，ㄧ定要。我明天一定會去學校。感冒的時候一定要多休息。
一共[一共]	yīgòng	一共/共 [yīgòng/gòng](Adv) altogether, in total [TBCL1*]一共花了十年，一共八個，一共八十元。一個麵包二十五元，一個包子二十元，一共四十五元。
共[共]	gòng	一共/共 [yīgòng/gòng](Adv) altogether, in total [TBCL1*]一共花了十年，一共八個，一共八十元。一個麵包二十五元，一個包子二十元，一共四十五元。
一点[一點]	yīdiǎn	一點/一點點/一點兒 [yīdiǎn/yīdiǎndiǎn/yīdiǎnr](Det) a little [TBCL1*]一點時間，一點錢。我還有一點時間，可以跟你一起喝一杯咖啡。
一点点[一點點]	yīdiǎndiǎn	一點/一點點/一點兒 [yīdiǎn/yīdiǎndiǎn/yīdiǎnr](Det) a little [TBCL1*]一點時間，一點錢。我還有一點時間，可以跟你一起喝一杯咖啡。
一点儿[一點兒]	yīdiǎnr	一點/一點點/一點兒 [yīdiǎn/yīdiǎndiǎn/yīdiǎnr](Det) a little [TBCL1*]一點時間，一點錢。我還有一點時間，可以跟你一起喝一杯咖啡。
一些[一些]	yīxiē	(Det) some, a number of, a few [TBCL1*]一些＋N。他買了一些水果。桌上有一些錢。
一样[一樣]	yīyàng	(Vs/Adv) same / equally [TBCL1*]都一樣，不一樣，完全一樣A跟B（不）一樣，一樣高，一樣大。他們的名字一樣，都是Mary。這兩個字的意思不一樣。這兩個房間一樣大。哥哥跟弟弟一樣高。
以后[以後]	yǐhòu	(N) after / in the future [TBCL1*]三點以後，上課以後，一個月以後。兩個月以後我要去日本。我以後每個周末都要去運動。
以前[以前]	yǐqián	(N) before / in the past [TBCL1*]三點以前，吃飯以前，三天以前。他常常睡覺以前看書。吃飯以前要洗手。我以前喜歡喝茶，現在喜歡喝咖啡。以前這裡有很多餐廳。
椅子[椅子]	yǐzi	椅子/椅 [yǐzi/yǐ](N) chair [TBCL1*]一張椅子，椅子上。他坐在椅子上看書。我的房間裡有一張桌子、兩張椅子。
椅[椅]	yǐ	椅子/椅 [yǐzi/yǐ](N) chair [TBCL1*]一張椅子，椅子上。他坐在椅子上看書。我的房間裡有一張桌子、兩張椅子。
意思[意思]	yìsi	(N) meaning [TBCL1*]這個字是什麼意思？
应该[應該]	yīnggāi	應該/應 [yīnggāi/yīng][TBCL1*]
应[應]	yīng	應該/應 [yīnggāi/yīng][TBCL1*]
因为[因為]	yīnwèi	(Conj) because [TBCL1*]因為……，所以……。他因為生病，所以今天沒來上課。
右[右]	yòu	(N) right [TBCL1*]右手，右腳。他用右手寫字。
右边[右邊]	yòubiān	(N) the right-hand side [TBCL1*]往右邊，在右邊，從右邊。我們學校的右邊就是火車站。
又[又]	yòu	(Adv) again, repeatedly / more [TBCL1*]我昨天看了一次，今天又看了一次。我吃了一碗飯，又吃了一個麵包。
有点[有點]	yǒudiǎn	有點/有一點/有點兒 [yǒudiǎn/yǒuyīdiǎn/yǒudiǎnr](Ph) a little [TBCL1*]有點冷，有點晚，有點累。我覺得今天有點冷。我今天有點累，想早一點睡覺。這個句子有點難，不容易懂。
有一点[有一點]	yǒuyīdiǎn	有點/有一點/有點兒 [yǒudiǎn/yǒuyīdiǎn/yǒudiǎnr](Ph) a little [TBCL1*]有點冷，有點晚，有點累。我覺得今天有點冷。我今天有點累，想早一點睡覺。這個句子有點難，不容易懂。
有点儿[有點兒]	yǒudiǎnr	有點/有一點/有點兒 [yǒudiǎn/yǒuyīdiǎn/yǒudiǎnr](Ph) a little [TBCL1*]有點冷，有點晚，有點累。我覺得今天有點冷。我今天有點累，想早一點睡覺。這個句子有點難，不容易懂。
有时候[有時候]	yǒushíhòu	有時候/有時 [yǒushíhòu/yǒushí](Ph) sometimes, occasionally [TBCL1*]我有時候自己做飯，有時候在餐廳吃飯。我們有時候會去公園打球。
有时[有時]	yǒushí	有時候/有時 [yǒushíhòu/yǒushí](Ph) sometimes, occasionally [TBCL1*]我有時候自己做飯，有時候在餐廳吃飯。我們有時候會去公園打球。
鱼[魚]	yú	(N) fish [TBCL1*]一條魚，魚肉。水裡有很多魚。今天晚餐吃魚。
雨[雨]	yǔ	(N) rain [TBCL1*]大雨，小雨。外面的雨好大。明天會下大雨。
运动[運動]	yùndòng	(V/N) to exercise / sports [TBCL1*]做運動。你應該多運動。媽媽每天早上去公園做運動。我最喜歡的運動是打球。
再[再]	zài	(Adv) again / more (time) / more [TBCL1*]再看5分鐘。請你再說一次。我想再睡十分鐘。我想再喝一杯咖啡。
在[在]	zài	(Vs/Prep) be at, be in,be on / to be doing (something) [TBCL1*]在家，在教室，在房間，在餐廳，在家休息，在上課，在睡覺。她在房間。他不在家。他喜歡在床上看書。你在做什麼？他在寫功課。
早餐[早餐]	zǎocān	早餐/早飯 [zǎocān/zǎofàn](N) breakfast [TBCL1*]吃早餐，早餐店。那家早餐店的包子很好吃。我早餐吃了一個麵包。
早饭[早飯]	zǎofàn	早餐/早飯 [zǎocān/zǎofàn](N) breakfast [TBCL1*]吃早餐，早餐店。那家早餐店的包子很好吃。我早餐吃了一個麵包。
怎么样[怎麼樣]	zěnmeyàng	(Ph) How about...? [TBCL1*]你最近怎麼樣？
站[站]	zhàn	(V/N) to stand / station, (bus) stop [TBCL1*]台北站，火車站，公車站。他站在桌子旁邊。下一站是師大站。我家附近有公車站。
张[張]	zhāng	(M) classifier for flat objects [TBCL1*]一張紙，一張桌子，一張嘴。上課的時候老師給我們幾張紙畫畫。我的房間裡面有一張桌子、兩張椅子，還有一張床。
真[真]	zhēn	(Adv/Vs) really, truly, indeed / true, real [TBCL1*]真好，真多，真（是）……，真想，真的，真話。今天天氣真好，我們一起出去走走吧！我好累，真想休息。他長得真漂亮。這件事是真的。你說的是真話嗎？
真的[真的]	zhēnde	(Adv) really, very [TBCL1*]我真的很喜歡台灣。這裡真的很漂亮。
枝[枝]	zhī	(M) classifier for pen, stick, rod, etc. [TBCL1*]一枝筆。我有三枝筆。
纸[紙]	zhǐ	(N) paper [TBCL1*]三張紙。請你在這張紙上寫你的名字。
只[只]	zhǐ	(Adv) merely, only [TBCL1*]他只會說英文。我只喝了一杯咖啡。
中[中]	zhōng	(Vs) medium [TBCL1*]中杯。他買了一杯中杯咖啡
钟头[鐘頭]	zhōngtóu	(M) hour [TBCL1*]幾個鐘頭，半個鐘頭，兩個鐘頭。我昨天晚上睡了八個鐘頭。再過半個鐘頭就下課了。
周末[週末]	zhōumò	週末/周末 [zhōumò](N) weekend [TBCL1*]每個週末，這個週末。這個週末我要去台北玩。
周末[周末]	zhōumò	週末/周末 [zhōumò](N) weekend [TBCL1*]每個週末，這個週末。這個週末我要去台北玩。
住[住]	zhù	(V) to reside, to dwell / to stay [TBCL1*]住（在）這裡，住（在）附近，住在一起。我住在臺北。我上個週末住在朋友家。
猪[豬]	zhū	(N) pig [TBCL1*]一頭豬，豬肉。他喜歡吃豬肉，不喜歡吃牛肉。
桌子[桌子]	zhuōzi	桌子/桌 [zhuōzi/zhuō](N/M) table, desk / classifier for dishes [TBCL1*]一張桌子，（放）在桌上，一桌菜。桌上有一本書。我的房間有一張桌子。他今天晚上做了一桌好菜。
桌[桌]	zhuō	桌子/桌 [zhuōzi/zhuō](N/M) table, desk / classifier for dishes [TBCL1*]一張桌子，（放）在桌上，一桌菜。桌上有一本書。我的房間有一張桌子。他今天晚上做了一桌好菜。
自己[自己]	zìjǐ	(N) self [TBCL1*]我自己。今天你要自己坐車去學校。你不去沒關係，我自己去。
走路[走路]	zǒulù	(V) to walk [TBCL1*]走路去……。我每天走路去學校。從我家走路到公車站只要五分鐘。
最[最]	zuì	(Adv) the most [TBCL1*]最大，最高，最喜歡。我最喜歡吃牛肉。我們家，哥哥最高。
嘴巴[嘴巴]	zuǐba	嘴巴/嘴 [zuǐba/zuǐ](N) mouth [TBCL1*]一張嘴。他的眼睛大大的，嘴巴小小的。嘴裡有東西的時候不要說話。
嘴[嘴]	zuǐ	嘴巴/嘴 [zuǐba/zuǐ](N) mouth [TBCL1*]一張嘴。他的眼睛大大的，嘴巴小小的。嘴裡有東西的時候不要說話。
左[左]	zuǒ	(N) left [TBCL1*]左手，左腳，左邊。他用左手寫字。他坐在我的左邊。
//TBCL/Level 2
啊[啊]	a	(Ptc) interjection of surprise or doubt, Eh?, My!, what's up?, Ah!, Oh! / interjection or grunt of agreement, uhm, Ah, OK [TBCL2]是啊。啊！車子壞了！你的想法不錯啊！
把[把]	bǎ	(M) classifier for objects with handle, classifier for small objects: handful [TBCL2]一把刀，兩把椅子，一把青菜。教室裡有一張桌子，四把椅子。
班[班]	bān	(N/M) class / classifier for flights or run number [TBCL2]全班，每個班，我們班，這班火車，這班飛機。他這次的考試是全班第一。往山上的公車每天只有三班。
办法[辦法]	bànfǎ	(N) method, way, means [TBCL2]想早一點起床最好的辦法就是早一點睡覺。
帮[幫]	bāng	(Prep) for [TBCL2]請你幫我買一杯咖啡。
帮忙[幫忙]	bāngmáng	(V) to help, to aid, to assist, help, aid, assistance [TBCL2]幫他的忙。搬家的時候，他幫了我們很多忙。
帮助[幫助]	bāngzhù	(V/N) to help, to aid, to assist / help, aid, assistance [TBCL2]幫助我們，很大的幫助。他常常幫助別人。我剛到這裡的時候，室友給我很大的幫助。
棒[棒]	bàng	(Vs) wonderful, excellent [TBCL2]真棒，太棒了。他的這個想法真棒。
包[包]	bāo	(V) to wrap [TBCL2]包餃子，包起來。媽媽包的餃子很好吃。
北[北]	běi	(N) north [TBCL2]往北走。法國從北到南的風景都不一樣。
被[被]	bèi	(Prep) passive form marker [TBCL2]我的蛋糕被誰吃了？
本来[本來]	běnlái	(Adv) originally, at first [TBCL2]本來……，後來……。我本來打算走路去學校，後來決定坐公車。
变[變]	biàn	(Vp) to become, to change, to transform, to alter [TBCL2]變胖了，變好了。我來台灣才一個月，就變胖了。
别人[別人]	biérén	(N) other people [TBCL2]幫助別人，告訴別人。這件事情你不可以告訴別人。
比较[比較]	bǐjiào	比較/較 [bǐjiào/jiào](Adv/V) relatively, comparatively / to compare [TBCL2]比較多，比較少，較大，較小。在法國，喜歡足球的人比較多，喜歡棒球的人比較少。我先比較兩個地方，再決定去哪裡旅行。
较[較]	jiào	比較/較 [bǐjiào/jiào](Adv/V) relatively, comparatively / to compare [TBCL2]比較多，比較少，較大，較小。在法國，喜歡足球的人比較多，喜歡棒球的人比較少。我先比較兩個地方，再決定去哪裡旅行。
病人[病人]	bìngrén	(N) patient [TBCL2]一位病人。最近比較冷，感冒的病人很多。
比赛[比賽]	bǐsài	(V/N) to compete / competition, contest, game [TBCL2]說故事比賽，籃球比賽。我們比賽誰跑得快！這次的籃球比賽我們班是第一名。
部[部]	bù	(M) classifier for films, machines, etc. [TBCL2]兩部電影，三部電腦。上個周末，我看了兩部電影。每一間教室裡都有一部電腦。
部分[部分]	bùfèn	部分/部份 [bùfèn](Vs/N) parts of / part, section, piece [TBCL2]大部分，一個部分。大部分的外國學生都喜歡台灣小吃。這次的考試有兩個部分，一個部分是寫字，一個部份是說話。
部份[部份]	bùfèn	部分/部份 [bùfèn](Vs/N) parts of / part, section, piece [TBCL2]大部分，一個部分。大部分的外國學生都喜歡台灣小吃。這次的考試有兩個部分，一個部分是寫字，一個部份是說話。
不过[不過]	bùguò	(Conj) but, however [TBCL2]雖然來台灣學中文很辛苦，不過也認識了很多外國朋友。
才[才]	cái	(Adv) only [TBCL2]才三人，才100塊。他學中文才半年，就已經可以跟台灣人聊天了。
参加[參加]	cānjiā	(V) to join, to attend [TBCL2]參加活動，參加比賽。我跟朋友一起參加游泳比賽。
差不多[差不多]	chābùduō	(Vs/Adv) about the same / about, roughly, almost [TBCL2]A跟B差不多，差不多九點了，差不多快上課了。這兩家餐廳的菜，味道差不多。他差不多快到了，我們先去餐廳裡面等吧！
场[場]	chǎng	(M) classifier for sporting or recreational activities [TBCL2]一場比賽，一場電影。這一場棒球比賽打了三個小時了。
成绩[成績]	chéngjī	(N) achievement, performance records, grades [TBCL2]考試成績，成績不錯。這次考試的成績不錯，所以我很高興。
春天[春天]	chūntiān	春天/春 [chūntiān/chūn](N) spring [TBCL2]今年春天，春夏秋冬。春天到了，公園有各種顏色的花。
春[春]	chūn	春天/春 [chūntiān/chūn](N) spring [TBCL2]今年春天，春夏秋冬。春天到了，公園有各種顏色的花。
次[次]	cì	(M) classifier for enumerated events: time [TBCL2]第三次，這一次，每一次，好幾次。這是我第三次到英國旅行。
戴[戴]	dài	(V) to put on or wear (glasses, hat, gloves, etc.) [TBCL2]戴著帽子，戴眼鏡。他上課的時候會戴眼鏡。
当[當]	dāng	(V) to be, to serve as, to take charge of [TBCL2]當老師，當醫生。我想當老師，教小朋友畫畫。
当然[當然]	dāngrán	(Adv) of course, certainly [TBCL2]當然可以。他是我們學校的學生，當然可以借圖書館的書。
但是[但是]	dànshì	但是/但 [dànshì/dàn](Conj) but, however [TBCL2]雖然……但是……。雖然今天下雨，但是我還是會去跑步。
但[但]	dàn	但是/但 [dànshì/dàn](Conj) but, however [TBCL2]雖然……但是……。雖然今天下雨，但是我還是會去跑步。
道[道]	dào	(M) classifier for doors, dishes, etc. [TBCL2]一道菜。我們點了三道菜。
大人[大人]	dàrén	(N) adults, grownups, elder [TBCL2]大人跟小孩的想法常常不一樣。
地[地]	de	(Ptc) adverbial marker [TBCL2]高興地，小心地。他高興地說：「我的生日快到了！」
地[地]	dì	(N) land, ground, floor [TBCL2]地上，地下，地面。小孩子喜歡坐在公園的地上玩。
电[電]	diàn	(N) electricity, power [TBCL2]我的手機沒電了，所以沒辦法打電話。
第一[第一]	dìyī	(Det) the first, the most, the best, the most important [TBCL2]第一次，第一天。我第一次開車，所以很緊張。他總是第一個到教室。他是這次比賽的第一名。
冬天[冬天]	dōngtiān	冬天/冬 [dōngtiān/dōng](N) winter [TBCL2]那年冬天，冬天下雪。有的國家冬天下雪，有的國家冬天不下雪。在我的國家，冬天有很多好玩的活動。
冬[冬]	dōng	冬天/冬 [dōngtiān/dōng](N) winter [TBCL2]那年冬天，冬天下雪。有的國家冬天下雪，有的國家冬天不下雪。在我的國家，冬天有很多好玩的活動。
方法[方法]	fāngfǎ	(N) method, way [TBCL2]一個方法，學習的方法。學語言最好的方法是多聽、多說。
放[放]	fàng	(V) to put, to place [TBCL2]放在桌上，放著。他的外套放在椅子上。
发现[發現]	fāxiàn	(Vp) to discover, found [TBCL2]旅行的時候，會發現很多有意思的事情。
份[份]	fèn	(M) classifier for gifts, newspaper, magazine, papers, reports, contracts, etc. [TBCL2]一份工作，一份禮物，三份報紙。他的生日快到了，我要送他一份禮物。
干净[乾淨]	gānjìng	(Vs) clean [TBCL2]這件衣服洗得很乾淨。
敢[敢]	gǎn	(Vaux) to dare [TBCL2]不敢，敢不敢。我不敢一個人住。
刚刚[剛剛]	gānggāng	剛剛/剛 [gānggāng/gāng](Adv) just now, a moment ago [TBCL2]剛剛到，剛剛離開。老師剛剛離開教室了。
