ID,Traditional,Simplified,Level,Context,WritingFreq,SpeakingFreq,MOE,Zhuyin,Pinyin,POS,Meaning,Compounds,Examples
1,愛,爱,1,核心詞,535,681,"[[""愛"", [""39542""]]]",ㄞˋ,ài,Vs/N,to love / love,,我愛你。他很愛吃水果。 / 爸爸媽媽對孩子的愛很多。
2,吧,吧,1,核心詞,706,748,"[[""吧"", [""32"", ""103""]]]",˙ㄅㄚ,ba,Ptc,"final particle (for confirming, request)",走吧。,你是從英國來的吧？我們一起去運動吧！
3,八,八,1,核心詞,214,163,"[[""八"", [""1""]]]",ㄅㄚ,bā,N,eight,八個，八張，八年。,他買了八個包子。
4,爸爸,爸爸,1,核心詞,226,806,"[[""爸爸"", [""82""]]]",ㄅㄚˋ ˙ㄅㄚ / ㄅㄚˋ,bàba,N,father,,我爸爸喜歡看電影。爸爸，生日快樂。
4,爸,爸,1,核心詞,226,806,"[[""爸"", [""81""]]]",ㄅㄚˋ ˙ㄅㄚ / ㄅㄚˋ,bà,N,father,,我爸爸喜歡看電影。爸爸，生日快樂。
5,百,百,1,核心詞,108,77,"[[""百"", [""157"", ""334""]]]",ㄅㄞˇ,bǎi,N,hundred,一百個人，三百六十五天，一百五十分鐘，一百塊。,一年有三百六十五天。
6,半,半,1,核心詞,334,279,"[[""半"", [""960""]]]",ㄅㄢˋ,bàn,N,half,半個，半杯，半個鐘頭。,我吃了半個麵包。我喝了半杯咖啡。我休息半個鐘頭。
7,本,本,1,核心詞,745,368,"[[""本"", [""1054""]]]",ㄅㄣˇ,běn,M,"classifier for books, periodicals, files, etc.",一本書，這本書。,老師送給我三本書。
8,不,不,1,核心詞,9278,8951,"[[""不"", [""1911"", ""5466""]]]",ㄅㄨˋ,bù,Adv,not,不是，不要，不會，不好，不去，不漂亮，不喜歡。,他不是學生。我不會說英文。他不喜歡吃麵。明天不上課。
9,茶,茶,1,10.餐飲、烹飪,89,449,"[[""茶"", [""31581""]]]",ㄔㄚˊ,chá,N,tea,一杯茶。,你有時間坐下來喝杯茶嗎？
10,車子,车子,1,核心詞,275,320,[],ㄔㄜ ˙ㄗ / ㄔㄜ,chēzi,,,,
10,車,车,1,核心詞,275,320,[],ㄔㄜ ˙ㄗ / ㄔㄜ,chē,,,,
11,吃,吃,1,核心詞,668,1438,"[[""吃"", [""21385"", ""31362""]]]",ㄔ,chī,V,"to eat, to have (food)",吃飯，吃飽，吃藥。,今天晚餐要吃什麼？我吃飽了！感冒要吃藥才會好。
12,吃飯,吃饭,1,核心詞,60,140,[],ㄔ ㄈㄢˋ,chīfàn,V/Ph,"to eat, to have a meal / to eat rice",回家吃飯，吃了飯。,今天晚上要不要一起去吃飯？吃飯以前要洗手。 / 今天你想吃飯還是吃麵？
13,打,打,1,核心詞,352,364,"[[""打"", [""6762""]]]",ㄉㄚˇ,dǎ,V,"to play (baseball, basketball, bowling, computer games, mobile games, etc.) / to call / to beat, to hit",打球，打電話，打人。,我們明天要去打球。 / 我晚上打電話給你。 / 你不應該打人。
14,大,大,1,核心詞,2110,2859,"[[""大"", [""6933"", ""7483""]]]",ㄉㄚˋ,dà,Vs,"big, large / older",大杯，大房子，大五歲。,我們學校很大。他買了一輛很大的車。我們今天在大教室上課。 / 姐姐比我大五歲。
15,大家,大家,1,核心詞,464,1712,"[[""大家"", [""7168"", ""45136""]]]",ㄉㄚˋ ㄐㄧㄚ,dàjiā,N,"everybody, everyone",大家一起。,大家好！我給大家介紹台灣的小吃。
16,大學,大学,1,8.教育、學習,380,219,"[[""大學"", [""7237""]]]",ㄉㄚˋ ㄒㄩㄝˊ,dàxué,N,university,……大學，念大學，上大學。,他在大學學中文。
17,帶,带,1,核心詞,450,684,"[[""帶"", [""7560""]]]",ㄉㄞˋ,dài,V,"to bring, to take / to lead",帶著＋N，帶＋N來，外帶，帶＋人去＋地方。,我今天沒帶手機。這杯咖啡，你要外帶嗎？ / 媽媽帶孩子去公園玩。
18,到,到,1,核心詞,2297,3229,"[[""到"", [""7667""]]]",ㄉㄠˋ,dào,V/Prep,to arrive / to,到家，到學校去，到台灣來。,十分鐘以後我就到家了。 / 我要到學校去上課。
19,的,的,1,核心詞,62002,62578,"[[""的"", [""7457"", ""8310"", ""8568""]]]",ㄉㄜ˙,de,Ptc,possession marker / modifier marker,我的筆，姊姊的工作，學校裡的學生，今天的功課，甜的水果，高高的鼻子吃的東西，教中文的老師。,你的書在桌子上。這個是媽媽的杯子。 / 這家餐廳的東西很好吃。今天的晚餐吃什麼？他有一雙大大的眼睛。我昨天看的電影很好看。會說中文的外國人不少。
20,點,点,1,核心詞,479,684,"[[""點"", [""8812""]]]",ㄉㄧㄢˇ,diǎn,M/V,o'clock / to order,下午三點，點菜，點歌。,你明天幾點到學校？ / 我們點三個菜、一個湯。
21,電話,电话,1,核心詞,167,72,"[[""電話"", [""8938""]]]",ㄉㄧㄢˋ ㄏㄨㄚˋ,diànhuà,N,"telephone, phone",一部電話，電話號碼，打電話。,我們家的電話壞了，不能打出去。你的電話號碼幾號？她打電話給我。
22,弟弟,弟弟,1,核心詞,96,88,"[[""弟弟"", [""8531""]]]",ㄉㄧˋ ˙ㄉㄧ / ㄉㄧˋ,dìdi,N,younger brother,兩個弟弟。,我有兩個弟弟。他是我弟弟。
22,弟,弟,1,核心詞,96,88,"[[""弟"", [""8528"", ""10822""]]]",ㄉㄧˋ ˙ㄉㄧ / ㄉㄧˋ,dì,N,younger brother,兩個弟弟。,我有兩個弟弟。他是我弟弟。
23,東西,东西,1,核心詞,561,1120,"[[""東西"", [""9785"", ""9787""]]]",ㄉㄨㄥ ˙ㄒㄧ,dōngxi,N,"things, stuff",什麼東西，吃東西，買東西。,我餓了，想吃點東西。我今天買了很多東西。
24,都,都,1,核心詞,4645,7029,"[[""都"", [""7780"", ""9182""]]]",ㄉㄡ,dōu,Adv,all,,大家都到了，我們吃飯吧！我和媽媽都喜歡運動。這些字，我都學過了。
25,對,对,1,核心詞,3485,5883,"[[""對"", [""9499""]]]",ㄉㄨㄟˋ,duì,Vs,"correct, right",對不對，不對。,我們應該坐三點的車，對不對？這個字寫得不對。
26,對不起,对不起,1,6.社交、人際,37,65,"[[""對不起"", [""9507""]]]",ㄉㄨㄟˋ ㄅㄨˋ ㄑㄧˇ,duìbùqǐ,Ph,"sorry, excuse me",,對不起，我昨天沒來上課。
27,多,多,1,核心詞,1236,1594,"[[""多"", [""9365""]]]",ㄉㄨㄛ,duō,Vs/Adv/Det,"many, much / how much, how many / over",多一點A比B多，多高，多大，兩百多塊，三百多人，一年多，十二點多。,我今天吃了很多東西。我的中文書比你的多。 / 你兒子今年多大了？ / 他學了一年多的中文。十二點多了，快吃飯吧！
28,多少,多少,1,核心詞,207,272,"[[""多少"", [""9405""]]]",ㄉㄨㄛ ㄕㄠˇ,duōshǎo,N,"how many, how much",有多少，多少錢。,這裡一共有多少人？這枝筆多少錢？
29,二,二,1,核心詞,539,227,"[[""二"", [""39931""]]]",ㄦˋ,èr,N,two,二十年，二號，二月二日。,我的生日是二月二十日。
30,兒子,儿子,1,1.個人資料,277,149,"[[""兒子"", [""39888""]]]",ㄦˊ ˙ㄗ,érzi,N,son,我兒子，三個兒子。,他有一個十歲的兒子。;
31,分,分,1,核心詞,225,359,"[[""分"", [""5702"", ""5840""]]]",ㄈㄣ,fēn,N,minute,幾點幾分。,我每天六點十分起床。
32,高,高,1,核心詞,496,694,"[[""高"", [""16055""]]]",ㄍㄠ,gāo,Vs,tall,,台灣最高的山是玉山。你知道台北101有多高嗎？
33,個,个,1,核心詞,9562,20644,"[[""個"", [""15934"", ""15960""]]]",˙ㄍㄜ,ge,M,classifier for people or objects in general,一個麵包，這個東西，那個小孩，每個人。,這個麵包很好吃。我家有五個人。
34,哥哥,哥哥,1,核心詞,113,148,"[[""哥哥"", [""15836""]]]",ㄍㄜ ˙ㄍㄜ / ㄍㄜ,gēge,N,elder brother,哥哥姊姊，他哥哥。,我有兩個哥哥。他是我哥。
34,哥,哥,1,核心詞,113,148,"[[""哥"", [""15835""]]]",ㄍㄜ ˙ㄍㄜ / ㄍㄜ,gē,N,elder brother,哥哥姊姊，他哥哥。,我有兩個哥哥。他是我哥。
35,給,给,1,核心詞,1039,1401,"[[""給"", [""16048"", ""21535""]]]",ㄍㄟˇ,gěi,V/Prep,"to give / to, for",,請給我一杯咖啡。 / 我給媽媽買衣服。桌上的杯子，請拿給我。請給我們介紹台灣好玩的地方。
36,工作,工作,1,3.職業,904,994,"[[""工作"", [""17599""]]]",ㄍㄨㄥ ㄗㄨㄛˋ,gōngzuò,N,"work, job, task",做……工作，找工作。,他想在大學找一個工作。
37,國,国,1,核心詞,256,363,"[[""國"", [""16933""]]]",ㄍㄨㄛˊ,guó,N,"nation, country",哪國。,你是哪國人？
38,孩子,孩子,1,核心詞,1345,1059,"[[""孩子"", [""19228""]]]",ㄏㄞˊ ˙ㄗ,háizi,N,"kids,child, childern / son, daughter",孩子們，每個孩子，兩個孩子。,孩子都喜歡玩。 / 他們有兩個孩子，一個兒子，一個女兒。
39,和,和,1,核心詞,5437,2135,"[[""和"", [""19016"", ""19190"", ""19725"", ""19883"", ""20369"", ""20436""]]]",ㄏㄢˋ / ㄏㄜˊ,hàn,Conj/Prep,and / (together) with,……和……，和……一起＋V。,我的房間裡有兩張桌子和一張椅子。 / 我和他一起學中文。
39,和,和,1,核心詞,5437,2135,"[[""和"", [""19016"", ""19190"", ""19725"", ""19883"", ""20369"", ""20436""]]]",ㄏㄢˋ / ㄏㄜˊ,hé,Conj/Prep,and / (together) with,……和……，和……一起＋V。,我的房間裡有兩張桌子和一張椅子。 / 我和他一起學中文。
40,號,号,1,核心詞,73,295,"[[""號"", [""19417"", ""19511""]]]",ㄏㄠˋ,hào,N,number / day / grade,三十號，六號三樓，三月六號，大號，中號，小號。,我住在163號房。我住在中山路179號。 / 我媽媽的生日是十二月九號。 / 我穿小號的衣服。
41,好,好,1,核心詞,1887,5853,"[[""好"", [""19419"", ""19462""]]]",ㄏㄠˇ,hǎo,Vs/Adv/Ph,"good, well / very / to say hello to / would you",好累，好漂亮，好痛，好忙，你好，大家好。,今天天氣很好。今天是好天氣。他中文說得很好。 / 我今天好累。 / 老師好，同學好。 / 我們一起去吃飯，好嗎？
42,喝,喝,1,核心詞,250,296,"[[""喝"", [""19012"", ""19194""]]]",ㄏㄜ,hē,V,to drink,喝茶，喝牛奶，喝湯。,你要喝茶嗎？我喜歡在睡覺以前喝一杯牛奶。
43,很,很,1,核心詞,3068,6550,"[[""很"", [""19755""]]]",ㄏㄣˇ,hěn,Adv,"very, quite",很＋Vs：很大，很高，很快，很漂亮，很快樂。,他很高。這個水果很甜。這個字很難寫。
44,後,后,1,核心詞,1593,891,"[[""後"", [""19555""]]]",ㄏㄡˋ,hòu,N,behind / after,後面，在＋N後面，三天後，一年後。,我後面坐著一個法國人。;他站在門後玩手機。 / 我三天後就要回國了。
45,話,话,1,核心詞,589,1492,"[[""話"", [""20243""]]]",ㄏㄨㄚˋ,huà,N,words,一句話。,我聽不懂你說的話。這句話是什麼意思？
46,幾,几,1,核心詞,963,706,"[[""幾"", [""21212"", ""21540""]]]",ㄐㄧˇ,jǐ,Det,"how many, how much / which / a few, several",幾個，幾天，幾個月，幾歲，幾月，幾號，星期幾，幾本，幾張，幾分鐘。,你學了幾年的中文？你喝了幾杯咖啡？你今年幾歲？ / 今天是幾號？ / 我這裡有幾本中文書，你想看嗎？你可以等我幾分鐘嗎？
47,家,家,1,核心詞,1060,1286,"[[""家"", [""16670"", ""21800""]]]",ㄐㄧㄚ,jiā,N/M,"home / family / classifier for store, restaurant",回家，在家，我家，一家店，一家餐廳。,我家在台中。我下課以後就回家吃飯。 / 我家有四個人。 / 學校旁邊有很多家餐廳。
48,叫,叫,1,核心詞,533,570,"[[""叫"", [""22498""]]]",ㄐㄧㄠˋ,jiào,V,named / to ask,叫（人）做……。,你叫什麼名字？我叫王小明。 / 老師叫我們做功課。
49,腳,脚,1,核心詞,208,178,"[[""腳"", [""22455""]]]",ㄐㄧㄠˇ,jiǎo,N,foot,一隻腳，左腳，右腳。,走了一天，我的腳很痛。
50,姊姊,姊姊,1,核心詞,108,328,"[[""姊姊"", [""36718""]]]",ㄐㄧㄝˇ ˙ㄐㄧㄝ / ㄐㄧㄝˇ,jiějie,N,elder sister,我姐。,我的姐姐比大我一歲。
50,姐姐,姐姐,1,核心詞,108,328,"[[""姐姐"", [""45347""]]]",ㄐㄧㄝˇ ˙ㄐㄧㄝ / ㄐㄧㄝˇ,jiějie,N,elder sister,我姐。,我的姐姐比大我一歲。
50,姊,姊,1,核心詞,108,328,"[[""姊"", [""22185"", ""36714""]]]",ㄐㄧㄝˇ ˙ㄐㄧㄝ / ㄐㄧㄝˇ,jiě,N,elder sister,我姐。,我的姐姐比大我一歲。
50,姐,姐,1,核心詞,108,328,"[[""姐"", [""22181""]]]",ㄐㄧㄝˇ ˙ㄐㄧㄝ / ㄐㄧㄝˇ,jiě,N,elder sister,我姐。,我的姐姐比大我一歲。
51,今年,今年,1,核心詞,44,343,"[[""今年"", [""23129""]]]",ㄐㄧㄣ ㄋㄧㄢˊ,jīnnián,N,this year,今年三月，今年是2020年。,我今年五十歲。
52,今天,今天,1,核心詞,290,1071,"[[""今天"", [""23128""]]]",ㄐㄧㄣ ㄊㄧㄢ,jīntiān,N,today,今天早上，今天下午三點。,我今天要去學校上課。
53,就,就,1,核心詞,7262,16921,"[[""就"", [""22719""]]]",ㄐㄧㄡˋ,jiù,Adv,"only, merely, just / exactly, precisely",就兩個月，就學了兩年，就是，就在。,我就學了兩年中文。 / 學校就在我家旁邊。我們再走三分鐘就到學校了。
54,久,久,1,核心詞,276,293,"[[""久"", [""22608""]]]",ㄐㄧㄡˇ,jiǔ,Vs,long time,,他們在台灣住了很久。
55,九,九,1,核心詞,138,82,"[[""九"", [""22594""]]]",ㄐㄧㄡˇ,jiǔ,N,nine,九個，九張，九年。,我家有九個人。
56,咖啡,咖啡,1,10.餐飲、烹飪,55,89,"[[""咖啡"", [""17911""]]]",ㄎㄚ ㄈㄟ,kāfēi,N,coffee,一杯咖啡，喝咖啡。,我喜歡喝咖啡。
57,看,看,1,核心詞,1808,3076,"[[""看"", [""18398"", ""18436""]]]",ㄎㄢˋ,kàn,V,"to look at, to see, to take a look / to watch / to read / to visit",看電視，看電影，看手機，看書，看朋友。,你在看什麼？你看，這些花好漂亮。 / 上課的時候不要看手機。今天晚上我想去看電影。 / 我喜歡看書。你看得懂中文書嗎？ / 我明天去台中看朋友。
58,可能,可能,1,核心詞,1124,1522,"[[""可能"", [""17980""]]]",ㄎㄜˇ ㄋㄥˊ,kěnéng,Vaux,"probably, maybe, perhaps",（很）可能會。,明天可能會下雨。十點了，他可能不會來了。
59,可以,可以,1,核心詞,2312,4257,"[[""可以"", [""18015""]]]",ㄎㄜˇ ㄧˇ,kěyǐ,Vaux,"allowed / could / be able to, can",,上課的時候可以吃東西嗎？ / 你可以給我介紹台灣好玩的地方嗎？ / 你可以用中文介紹自己嗎？
60,塊,块,1,核心詞,240,542,"[[""塊"", [""18700""]]]",ㄎㄨㄞˋ,kuài,M,piece / classifier for money and currency units,一塊肉，一塊蛋糕，五塊錢，十塊美金。,我中午吃了一塊蛋糕，喝了一杯咖啡。 / 一杯咖啡四十五塊。
61,來,来,1,核心詞,2983,5979,"[[""來"", [""13269""]]]",ㄌㄞˊ,lái,V,to come,,他來台灣學中文。公車來了。
62,老,老,1,核心詞,367,267,"[[""老"", [""13471""]]]",ㄌㄠˇ,lǎo,Vs,"aged / old, outdated",老先生，老太太，老房子，老朋友。,我奶奶很老了，她今年已經九十歲了。 / 我住在一間老房子裡。我們是二十年的老朋友。
63,老師,老师,1,8.教育、學習,327,1420,"[[""老師"", [""13585""]]]",ㄌㄠˇ ㄕ,lǎoshī,N,teacher,三位老師，英文老師。,他是我的中文老師。張老師早。
64,冷,冷,1,核心詞,71,215,"[[""冷"", [""13862""]]]",ㄌㄥˇ,lěng,Vs,"cold, cool",天氣冷，冷空氣。,今天很冷。
65,兩,两,1,核心詞,2149,1737,"[[""兩"", [""14994""]]]",ㄌㄧㄤˇ,liǎng,N,"two, both, pair",兩個，兩天，兩杯酒。,桌上有兩杯牛奶。
66,六,六,1,核心詞,306,208,"[[""六"", [""14595"", ""15298""]]]",ㄌㄧㄡˋ,liù,N,six,六個，六張，六年。,我買了六個雞蛋。
67,路,路,1,核心詞,300,352,"[[""路"", [""15338""]]]",ㄌㄨˋ,lù,N,"road,street",一條路，路上，路邊。,這條路上有很多車。我住在一心路。
68,嗎,吗,1,核心詞,945,1760,"[[""嗎"", [""3600"", ""3585""]]]",˙ㄇㄚ,ma,Ptc,final interrogative particle,真的嗎，是……嗎。,你是老師嗎？你吃飯了嗎？
69,買,买,1,核心詞,262,449,"[[""買"", [""3795""]]]",ㄇㄞˇ,mǎi,V,to buy,買……給……。,他買了一輛新車。媽媽買了一件新衣服給我。
70,媽媽,妈妈,1,核心詞,402,1342,"[[""媽媽"", [""3519""]]]",ㄇㄚ ˙ㄇㄚ / ㄇㄚ,māma,N,mother,我媽媽。,我媽媽喜歡看電影。媽媽，生日快樂。
70,媽,妈,1,核心詞,402,1342,"[[""媽"", [""3518""]]]",ㄇㄚ ˙ㄇㄚ / ㄇㄚ,ma,N,mother,我媽媽。,我媽媽喜歡看電影。媽媽，生日快樂。
71,沒,没,1,核心詞,1269,1260,"[[""沒"", [""3846"", ""3710""]]]",ㄇㄟˊ,méi,Adv,"do not have / there is not, not exist / haven't had",沒錢，沒時間。,我沒錢了，今天不能跟你們去看電影。 / 教室裡沒人。我家附近沒好吃的餐廳。 / 我沒吃過台灣的小吃。他昨天沒來上課。我還沒吃早飯。
72,沒關係,没关系,1,核心詞,27,107,"[[""沒關係"", [""3856""]]]",ㄇㄟˊ ㄍㄨㄢ ˙ㄒㄧ,méiguānxi,Ph,It's ok. That’s fine. It doesn't matter…,,A：「對不起！」 B：「沒關係！」你不去沒關係，我自己去。
73,妹妹,妹妹,1,核心詞,95,83,"[[""妹妹"", [""3985""]]]",ㄇㄟˋ ˙ㄇㄟ / ㄇㄟˋ,mèimei,N,younger sister,他妹妹，我的妹妹。,她的妹妹是我的同學。
73,妹,妹,1,核心詞,95,83,"[[""妹"", [""3984""]]]",ㄇㄟˋ ˙ㄇㄟ / ㄇㄟˋ,mèi,N,younger sister,他妹妹，我的妹妹。,她的妹妹是我的同學。
74,沒有,没有,1,核心詞,2443,3355,"[[""沒有"", [""3872""]]]",ㄇㄟˊ ㄧㄡˇ,méiyǒu,Ph,"do not have / there is not, not exist",,他現在沒有時間出去玩。 / 我家附近沒有好吃的餐廳。
75,們,们,1,核心詞,560,623,"[[""們"", [""4262"", ""45128""]]]",˙ㄇㄣ,men,N,nominal suffix indicating plural,孩子們，同學們。,同學們，上課了。
76,名字,名字,1,核心詞,182,111,"[[""名字"", [""4842""]]]",ㄇㄧㄥˊ ˙ㄗ,míngzi,N,name,叫……名字，中文名字。,你叫什麼名字？我的名字是大明。
77,明天,明天,1,核心詞,78,131,"[[""明天"", [""4882""]]]",ㄇㄧㄥˊ ㄊㄧㄢ,míngtiān,N,tomorrow,明天早上，明天九點。,明天是星期一。明天會下雨。你明天要不要和我一起去看電影？
78,拿,拿,1,核心詞,298,343,"[[""拿"", [""12134""]]]",ㄋㄚˊ,ná,V,to hold / to take,拿著（東西），拿給，拿到。,他手裡拿著一杯茶。 / 那本書，請你拿給我。
79,哪,哪,1,核心詞,275,382,"[[""哪"", [""12151"", ""12179"", ""12964""]]]",ㄋㄚˇ,nǎ,Det,which,哪個，哪國，哪天。,你是哪國人？
80,哪裡,哪里,1,核心詞,221,307,"[[""哪裡"", [""45213""]]]",ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄦ,nǎlǐ,N,where,去哪裡，到哪裡，在哪裡，從哪裡。,你週末要去哪裡？
80,哪裏,哪里,1,核心詞,221,307,[],ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄦ,nǎlǐ,N,where,去哪裡，到哪裡，在哪裡，從哪裡。,你週末要去哪裡？
80,哪兒,哪儿,1,核心詞,221,307,[],ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄌㄧˇ / ㄋㄚˇ ㄦ,nǎr,N,where,去哪裡，到哪裡，在哪裡，從哪裡。,你週末要去哪裡？
81,那,那,1,核心詞,3314,9035,"[[""那"", [""12130"", ""12145"", ""12170""]]]",ㄋㄚˋ / ㄋㄚˋ ㄌㄧˇ / ㄋㄚˋ ㄦ,nà,N,there,在那裡，從那裡，到那裡，去那裡。,A：「我的書在哪裡？」 B：「在老師那裡。」我很喜歡台灣，那裡有我喜歡的同學和老師。
81,那裡,那里,1,核心詞,3314,9035,"[[""那裡"", [""12148"", ""12173""]]]",ㄋㄚˋ / ㄋㄚˋ ㄌㄧˇ / ㄋㄚˋ ㄦ,nàlǐ,N,there,在那裡，從那裡，到那裡，去那裡。,A：「我的書在哪裡？」 B：「在老師那裡。」我很喜歡台灣，那裡有我喜歡的同學和老師。
81,那裏,那里,1,核心詞,3314,9035,[],ㄋㄚˋ / ㄋㄚˋ ㄌㄧˇ / ㄋㄚˋ ㄦ,nàlǐ,N,there,在那裡，從那裡，到那裡，去那裡。,A：「我的書在哪裡？」 B：「在老師那裡。」我很喜歡台灣，那裡有我喜歡的同學和老師。
81,那兒,那儿,1,核心詞,3314,9035,[],ㄋㄚˋ / ㄋㄚˋ ㄌㄧˇ / ㄋㄚˋ ㄦ,nàr,N,there,在那裡，從那裡，到那裡，去那裡。,A：「我的書在哪裡？」 B：「在老師那裡。」我很喜歡台灣，那裡有我喜歡的同學和老師。
82,難,难,1,核心詞,307,415,"[[""難"", [""12436"", ""12496""]]]",ㄋㄢˊ,nán,Vs,difficult / bad,難看，難吃，難聽。,我覺得中文很難。這個字很難寫。 / 這部電影很難看。這杯咖啡很難喝。
83,呢,呢,1,核心詞,800,1792,"[[""呢"", [""12181"", ""12563""]]]",˙ㄋㄜ,ne,Ptc,final particle (for query),,我想喝咖啡，你想喝什麼呢？我是台灣人，你呢？
84,你,你,1,核心詞,5891,8736,"[[""你"", [""12572""]]]",ㄋㄧˇ,nǐ,N,you,,你今天午餐想吃什麼？他很喜歡你。
85,妳,妳,1,核心詞,463,1653,"[[""妳"", [""12580""]]]",ㄋㄧˇ,nǐ,N,you (female),,妳好，我是妳的同學。
86,你們,你们,1,核心詞,409,1299,"[[""你們"", [""12573""]]]",ㄋㄧˇ ˙ㄇㄣ,nǐmen,N,you (plural),,你們今天想去哪裡玩？我想請你們來我家喝咖啡。
87,年,年,1,核心詞,1952,2976,"[[""年"", [""12761""]]]",ㄋㄧㄢˊ,nián,M,year,每年，一年，二十年。,我在台灣住了三年。
88,您,您,1,核心詞,347,764,"[[""您"", [""12880""]]]",ㄋㄧㄣˊ,nín,N,honorific for ‘‘you’’,謝謝您，您好。,您好，我是王小明。請問您姓什麼？
89,女兒,女儿,1,1.個人資料,220,168,"[[""女兒"", [""13132""]]]",ㄋㄩˇ ㄦˊ,nǚ'ér,N,daughter,我女兒，小女兒。,我有兩個女兒。
90,朋友,朋友,1,核心詞,445,464,"[[""朋友"", [""2895""]]]",ㄆㄥˊ ㄧㄡˇ,péngyǒu,N,friend,三個朋友，好朋友，老朋友。,我有很多外國朋友。
91,七,七,1,核心詞,240,151,"[[""七"", [""24344""]]]",ㄑㄧ,qī,N,seven,七個，七張，七天。,一個星期有七天。
92,前,前,1,核心詞,1041,807,"[[""前"", [""25160""]]]",ㄑㄧㄢˊ,qián,N,in front of / before / previous,在＋（東西）前，三天前，一年前，前兩天，前一課。,他站在桌子前跟我說話。 / 我一年前來台灣學中文。 / 這件是我前兩天買的新衣服。
93,錢,钱,1,核心詞,365,489,"[[""錢"", [""25262""]]]",ㄑㄧㄢˊ,qián,N,money,一塊錢，多少錢。,這個東西多少錢？這本書，兩百五十塊錢。
94,千,千,1,核心詞,70,75,"[[""千"", [""25049""]]]",ㄑㄧㄢ,qiān,N,thousand,三千人，一千元。,桌上有一千元。
95,請,请,1,核心詞,488,447,"[[""請"", [""23806"", ""25806""]]]",ㄑㄧㄥˇ,qǐng,V,"please / to stand treat / to invite / to request, to ask",請坐，請說，請您……。,請給我一杯牛奶。上中文課的時候，請說中文。 / 我請你喝咖啡。 / 下星期六請你來我家玩。 / 你可以請朋友幫你叫計程車。
96,請問,请问,1,核心詞,24,94,"[[""請問"", [""25823""]]]",ㄑㄧㄥˇ ㄨㄣˋ,qǐngwèn,Ph,May I ask......?,,請問車站怎麼去？請問這個字怎麼唸？
97,去,去,1,核心詞,2059,4057,"[[""去"", [""25953""]]]",ㄑㄩˋ,qù,V,to go,去（……）＋地方，去那裡，一起去……。,我去朋友家吃飯。
98,去年,去年,1,核心詞,36,126,"[[""去年"", [""25954""]]]",ㄑㄩˋ ㄋㄧㄢˊ,qùnián,N,last year,去年三月。,這件衣服是去年買的。
99,熱,热,1,核心詞,87,262,"[[""熱"", [""35919""]]]",ㄖㄜˋ,rè,Vs,hot,天氣熱，熱茶，熱水。,今天好熱！我要一杯熱咖啡。
100,人,人,1,核心詞,6185,4296,"[[""人"", [""36052""]]]",ㄖㄣˊ,rén,N,"person, people / human being",,教室裡有十五個人。 / 人都要吃飯、喝水。
101,日,日,1,核心詞,275,133,"[[""日"", [""35857""]]]",ㄖˋ,rì,M,day,每日，一日。,一年有三百六十五日。
102,容易,容易,1,核心詞,362,404,"[[""容易"", [""36569""]]]",ㄖㄨㄥˊ ㄧˋ,róngyì,Vs,easy,,天氣冷的時候容易感冒。學中文不是一件容易的事。
103,三,三,1,核心詞,1267,868,"[[""三"", [""38847""]]]",ㄙㄢ,sān,N,three,三個，三張，三年。,桌上有三個碗。
104,上,上,1,核心詞,4977,3509,"[[""上"", [""34855"", ""34869""]]]",ㄕㄤˋ,shàng,N/V,"on, above / in the (tree, car) / previous / up to / to get on, to get into",上面，桌上，床上，車上，樹上，上個星期，上個月，上樓，上去，上車，上公車，上火車，上飛機。,桌上有一杯咖啡。他在床上睡覺。 / 車上有五個人。 / 我上個月去日本玩。 / 我上樓去拿書。 / 公車來了，快上車吧！
105,上午,上午,1,核心詞,26,14,"[[""上午"", [""34967""]]]",ㄕㄤˋ ㄨˇ,shàngwǔ,N,morning,今天上午，每天上午，上午十點。,我們明天上午不上課。
106,少,少,1,核心詞,204,340,"[[""少"", [""34055"", ""34062""]]]",ㄕㄠˇ,shǎo,Vs/Vp,"less, little, few / lack, short",少一點，少一個人。,我會寫的中文字很少。 / 少一個人，就不能打球。
107,誰,谁,1,核心詞,456,283,"[[""誰"", [""34016""]]]",ㄕㄟˊ,shéi,N,"who, whom",誰的。,誰要喝咖啡？你知道那個人是誰嗎？這枝筆是誰的？
108,什麼,什么,1,核心詞,1754,2650,"[[""什麼"", [""34679""]]]",ㄕㄣˊ ˙ㄇㄜ,shénme,N,what,做什麼，是什麼，買什麼，什麼事，什麼人，什麼N。,你今天在學校學了什麼？你晚餐想吃什麼東西？
108,甚麼,甚么,1,核心詞,1754,2650,"[[""甚麼"", [""34681""]]]",ㄕㄣˊ ˙ㄇㄜ,shénme,N,what,做什麼，是什麼，買什麼，什麼事，什麼人，什麼N。,你今天在學校學了什麼？你晚餐想吃什麼東西？
109,十,十,1,核心詞,320,293,"[[""十"", [""33264""]]]",ㄕˊ,shí,N,ten,十個，十張，十年，十分鐘。,我住在這裡十年了。
