ID,Traditional,Simplified,Level,Context,WritingFreq,SpeakingFreq,MOE,Zhuyin,Pinyin,POS,Meaning,Compounds,Examples
4153,拳,拳,5,核心詞,22,3,"[[""拳"", [""26091""]]]",ㄑㄩㄢˊ,quán,,,,
4154,圈,圈,5,核心詞,51,56,"[[""圈"", [""24238"", ""26024""]]]",ㄑㄩㄢ,quān,,,,
4155,勸告,劝告,5,16.情緒、態度,7,2,"[[""勸告"", [""26142""]]]",ㄑㄩㄢˋ ㄍㄠˋ,quàngào,,,,
4156,權力,权力,5,14.社會,105,23,"[[""權力"", [""26113""]]]",ㄑㄩㄢˊ ㄌㄧˋ,quánlì,,,,
4157,全面,全面,5,核心詞,33,27,"[[""全面"", [""26036""]]]",ㄑㄩㄢˊ ㄇㄧㄢˋ,quánmiàn,,,,
4158,全然,全然,5,核心詞,29,9,[],ㄑㄩㄢˊ ㄖㄢˊ,quánrán,,,,
4159,權勢,权势,5,14.社會,22,1,"[[""權勢"", [""26120""]]]",ㄑㄩㄢˊ ㄕˋ,quánshì,,,,
4160,全體,全体,5,核心詞,25,11,"[[""全體"", [""26042""]]]",ㄑㄩㄢˊ ㄊㄧˇ,quántǐ,,,,
4161,拳頭,拳头,5,7.身體、醫療,14,7,"[[""拳頭"", [""26093""]]]",ㄑㄩㄢˊ ˙ㄊㄡ,quántou,,,,
4162,全職,全职,5,3.職業,6,6,[],ㄑㄩㄢˊ ㄓˊ,quánzhí,,,,
4163,確保,确保,5,12.安全,30,28,"[[""確保"", [""26009""]]]",ㄑㄩㄝˋ ㄅㄠˇ,quèbǎo,,,,
4164,缺乏,缺乏,5,核心詞,117,59,"[[""缺乏"", [""25975""]]]",ㄑㄩㄝ ㄈㄚˊ,quēfá,,,,
4165,確立,确立,5,8.教育、學習,18,2,"[[""確立"", [""26011""]]]",ㄑㄩㄝˋ ㄌㄧˋ,quèlì,,,,
4166,確認,确认,5,核心詞,41,29,"[[""確認"", [""26017""]]]",ㄑㄩㄝˋ ㄖㄣˋ,quèrèn,,,,
4167,缺少,缺少,5,核心詞,62,95,"[[""缺少"", [""25986""]]]",ㄑㄩㄝ ㄕㄠˇ/ㄑㄩㄝ,quēshǎo,,,,
4167,缺,缺,5,核心詞,62,95,"[[""缺"", [""25974""]]]",ㄑㄩㄝ ㄕㄠˇ/ㄑㄩㄝ,quē,,,,
4168,確實,确实,5,核心詞,150,96,"[[""確實"", [""26016""]]]",ㄑㄩㄝˋ ㄕˊ,quèshí,,,,
4169,缺失,缺失,5,核心詞,17,4,"[[""缺失"", [""25985""]]]",ㄑㄩㄝ ㄕ,quēshī,,,,
4170,缺席,缺席,5,核心詞,6,12,"[[""缺席"", [""25983""]]]",ㄑㄩㄝ ㄒㄧˊ,quēxí,,,,
4171,缺陷,缺陷,5,核心詞,24,10,"[[""缺陷"", [""25984""]]]",ㄑㄩㄝ ㄒㄧㄢˋ,quēxiàn,,,,
4172,確信,确信,5,核心詞,18,1,"[[""確信"", [""26013""]]]",ㄑㄩㄝˋ ㄒㄧㄣˋ,quèxìn,,,,
4173,群體,群体,5,14.社會,18,7,"[[""群體"", [""26163""]]]",ㄑㄩㄣˊ ㄊㄧˇ,qúntǐ,,,,
4174,群眾,群众,5,14.社會,35,26,"[[""群眾"", [""26173""]]]",ㄑㄩㄣˊ ㄓㄨㄥˋ,qúnzhòng,,,,
4175,染,染,5,核心詞,11,19,"[[""染"", [""36044""]]]",ㄖㄢˇ,rǎn,,,,
4176,然而,然而,5,核心詞,355,95,"[[""然而"", [""36033""]]]",ㄖㄢˊ ㄦˊ,rán'ér,,,,
4177,燃燒,燃烧,5,核心詞,24,28,"[[""燃燒"", [""36039""]]]",ㄖㄢˊ ㄕㄠ,ránshāo,,,,
4178,繞,绕,5,核心詞,41,27,"[[""繞"", [""35982""]]]",ㄖㄠˋ,rào,,,,
4179,熱愛,热爱,5,核心詞,27,21,"[[""熱愛"", [""35963""]]]",ㄖㄜˋ ㄞˋ,rè'ài,,,,
4180,熱帶,热带,5,13.自然環境,8,55,"[[""熱帶"", [""35924""]]]",ㄖㄜˋ ㄉㄞˋ,rèdài,,,,
4181,熱烈,热烈,5,6.社交、人際,21,17,"[[""熱烈"", [""35934""]]]",ㄖㄜˋ ㄌㄧㄝˋ,rèliè,,,,
4182,任,任,5,核心詞,113,70,"[[""任"", [""36199"", ""36264""]]]",ㄖㄣˋ,rèn,,,,
4183,人潮,人潮,5,9.購物、商店,11,22,"[[""人潮"", [""36145""]]]",ㄖㄣˊ ㄔㄠˊ,réncháo,,,,
4184,認錯,认错,5,6.社交、人際,8,5,"[[""認錯"", [""36261""]]]",ㄖㄣˋ ㄘㄨㄛˋ,rèncuò,,,,
4185,認定,认定,5,核心詞,36,13,"[[""認定"", [""36244""]]]",ㄖㄣˋ ㄉㄧㄥˋ,rèndìng,,,,
4186,人格,人格,5,16.情緒、態度,69,12,"[[""人格"", [""36089""]]]",ㄖㄣˊ ㄍㄜˊ,réngé,,,,
4187,人工,人工,5,3.職業,26,69,"[[""人工"", [""36091""]]]",ㄖㄣˊ ㄍㄨㄥ,réngōng,,,,
4188,人際,人际,5,6.社交、人際,80,17,"[[""人際"", [""36105""]]]",ㄖㄣˊ ㄐㄧˋ,rénjì,,,,
4189,人家,人家,5,核心詞,110,436,"[[""人家"", [""36107"", ""36108""]]]",ㄖㄣˊ ˙ㄐㄧㄚ,rénjia,,,,
4190,人間,人间,5,15.文化,50,41,"[[""人間"", [""36111""]]]",ㄖㄣˊ ㄐㄧㄢ,rénjiān,,,,
4191,人民幣,人民币,5,11.公共服務,11,15,[],ㄖㄣˊ ㄇㄧㄣˊ ㄅㄧˋ,rénmínbì,,,,
4192,忍耐,忍耐,5,16.情緒、態度,15,19,"[[""忍耐"", [""36220""]]]",ㄖㄣˇ ㄋㄞˋ,rěnnài,,,,
4193,人氣,人气,5,核心詞,7,6,"[[""人氣"", [""36116""]]]",ㄖㄣˊ ㄑㄧˋ,rénqì,,,,
4194,人情味,人情味,5,6.社交、人際,4,8,"[[""人情味"", [""36122""]]]",ㄖㄣˊ ㄑㄧㄥˊ ㄨㄟˋ,rénqíngwèi,,,,
4195,人權,人权,5,14.社會,14,28,"[[""人權"", [""36124""]]]",ㄖㄣˊ ㄑㄩㄢˊ,rénquán,,,,
4196,人山人海,人山人海,5,4.休閒、娛樂,3,1,"[[""人山人海"", [""36156""]]]",ㄖㄣˊ ㄕㄢ ㄖㄣˊ ㄏㄞˇ,rénshānrénhǎi,,,,
4197,人事,人事,5,3.職業,22,9,"[[""人事"", [""36151""]]]",ㄖㄣˊ ㄕˋ,rénshì,,,,
4198,人士,人士,5,8.教育、學習,80,50,"[[""人士"", [""36149""]]]",ㄖㄣˊ ㄕˋ,rénshì,,,,
4199,忍受,忍受,5,核心詞,46,15,"[[""忍受"", [""36224""]]]",ㄖㄣˇ ㄕㄡˋ,rěnshòu,,,,
4200,人體,人体,5,7.身體、醫療,41,81,"[[""人體"", [""36081""]]]",ㄖㄣˊ ㄊㄧˇ,réntǐ,,,,
4201,認同,认同,5,核心詞,70,41,"[[""認同"", [""36245""]]]",ㄖㄣˋ ㄊㄨㄥˊ,rèntóng,,,,
4202,人心,人心,5,14.社會,41,32,"[[""人心"", [""36130""]]]",ㄖㄣˊ ㄒㄧㄣ,rénxīn,,,,
4203,人性,人性,5,8.教育、學習,50,19,"[[""人性"", [""36136""]]]",ㄖㄣˊ ㄒㄧㄥˋ,rénxìng,,,,
4204,人選,人选,5,核心詞,21,8,"[[""人選"", [""36137""]]]",ㄖㄣˊ ㄒㄩㄢˇ,rénxuǎn,,,,
4205,人員,人员,5,3.職業,186,175,"[[""人員"", [""36194""]]]",ㄖㄣˊ ㄩㄢˊ,rényuán,,,,
4206,人緣,人缘,5,6.社交、人際,5,4,"[[""人緣"", [""36195""]]]",ㄖㄣˊ ㄩㄢˊ,rényuán,,,,
4207,仍舊,仍旧,5,核心詞,20,6,"[[""仍舊"", [""36309""]]]",ㄖㄥˊ ㄐㄧㄡˋ,réngjiù,,,,
4208,日落,日落,5,核心詞,8,5,"[[""日落"", [""35869""]]]",ㄖˋ ㄌㄨㄛˋ,rìluò,,,,
4209,日夜,日夜,5,核心詞,19,12,"[[""日夜"", [""35904""]]]",ㄖˋ ㄧㄝˋ,rìyè,,,,
4210,日益,日益,5,核心詞,19,11,[],ㄖˋ ㄧˋ,rìyì,,,,
4211,融合,融合,5,核心詞,24,28,"[[""融合"", [""36611""]]]",ㄖㄨㄥˊ ㄏㄜˊ,rónghé,,,,
4212,融化,融化,5,10.餐飲、烹飪,9,21,"[[""融化"", [""36613""]]]",ㄖㄨㄥˊ ㄏㄨㄚˋ,rónghuà,,,,
4213,融入,融入,5,核心詞,22,35,"[[""融入"", [""45198""]]]",ㄖㄨㄥˊ ㄖㄨˋ,róngrù,,,,
4214,揉,揉,5,7.身體、醫療,16,11,"[[""揉"", [""36004""]]]",ㄖㄡˊ,róu,,,,
4215,肉麻,肉麻,5,核心詞,2,2,"[[""肉麻"", [""36013""]]]",ㄖㄡˋ ㄇㄚˊ,ròumá,,,,
4216,柔軟,柔软,5,核心詞,20,24,"[[""柔軟"", [""36002""]]]",ㄖㄡˊ ㄖㄨㄢˇ,róuruǎn,,,,
4217,肉體,肉体,5,7.身體、醫療,17,2,"[[""肉體"", [""36014""]]]",ㄖㄡˋ ㄊㄧˇ,ròutǐ,,,,
4218,如此,如此,5,核心詞,511,85,"[[""如此"", [""36353""]]]",ㄖㄨˊ ㄘˇ,rúcǐ,,,,
4219,如何,如何,5,核心詞,606,336,"[[""如何"", [""36326""]]]",ㄖㄨˊ ㄏㄜˊ,rúhé,,,,
4220,如同,如同,5,核心詞,82,26,"[[""如同"", [""36316""]]]",ㄖㄨˊ ㄊㄨㄥˊ,rútóng,,,,
4221,入學,入学,5,8.教育、學習,15,5,"[[""入學"", [""36440""]]]",ㄖㄨˋ ㄒㄩㄝˊ,rùxué,,,,
4222,如意,如意,5,核心詞,16,9,"[[""如意"", [""36358""]]]",ㄖㄨˊ ㄧˋ,rúyì,,,,
4223,軟弱,软弱,5,16.情緒、態度,14,4,"[[""軟弱"", [""36536""]]]",ㄖㄨㄢˇ ㄖㄨㄛˋ,ruǎnruò,,,,
4224,軟體,软体,5,3.職業,45,16,"[[""軟體"", [""36524""]]]",ㄖㄨㄢˇ ㄊㄧˇ,ruǎntǐ,,,,
4225,弱點,弱点,5,核心詞,25,3,"[[""弱點"", [""36484""]]]",ㄖㄨㄛˋ ㄉㄧㄢˇ,ruòdiǎn,,,,
4226,塞,塞,5,核心詞,23,14,"[[""塞"", [""38757"", ""38770"", ""38773""]]]",ㄙㄞ,sāi,,,,
4227,散,散,5,核心詞,29,20,"[[""散"", [""38924"", ""38935""]]]",ㄙㄢˋ,sàn,,,,
4228,散發,散发,5,5.交通、旅遊,15,8,"[[""散發"", [""38940""]]]",ㄙㄢˋ ㄈㄚ,sànfā,,,,
4229,艘,艘,5,5.交通、旅遊,42,22,"[[""艘"", [""38796""]]]",ㄙㄠ,sāo,,,,
4230,掃除,扫除,5,12.安全,4,1,"[[""掃除"", [""38810""]]]",ㄙㄠˇ ㄔㄨˊ,sǎochú,,,,
4231,色情,色情,5,4.休閒、娛樂,8,1,"[[""色情"", [""38749""]]]",ㄙㄜˋ ㄑㄧㄥˊ,sèqíng,,,,
4232,傻,傻,5,核心詞,28,16,"[[""傻"", [""33870""]]]",ㄕㄚˇ,shǎ,,,,
4233,傻瓜,傻瓜,5,核心詞,14,6,"[[""傻瓜"", [""33872""]]]",ㄕㄚˇ ㄍㄨㄚ,shǎguā,,,,
4234,殺害,杀害,5,12.安全,25,10,"[[""殺害"", [""33836""]]]",ㄕㄚ ㄏㄞˋ,shāhài,,,,
4235,殺價,杀价,5,9.購物、商店,2,2,"[[""殺價"", [""33841""]]]",ㄕㄚ ㄐㄧㄚˋ,shājià,,,,
4236,沙漠,沙漠,5,5.交通、旅遊,22,51,"[[""沙漠"", [""33785""]]]",ㄕㄚ ㄇㄛˋ,shāmò,,,,
4237,傻事,傻事,5,核心詞,3,1,"[[""傻事"", [""33876""]]]",ㄕㄚˇ ㄕˋ,shǎshì,,,,
4238,晒,晒,5,2.日常起居,12,43,"[[""晒"", [""34013""]]]",ㄕㄞˋ  ,shài,,,,
4238,曬,晒,5,2.日常起居,12,43,[],ㄕㄞˋ  ,shài,,,,
4239,閃,闪,5,核心詞,27,13,"[[""閃"", [""34485""]]]",ㄕㄢˇ,shǎn,,,,
4240,扇,扇,5,2.日常起居,38,11,"[[""扇"", [""34475"", ""34508""]]]",ㄕㄢ / ㄕㄢˋ,shān,,,,
4240,扇,扇,5,2.日常起居,38,11,"[[""扇"", [""34475"", ""34508""]]]",ㄕㄢ / ㄕㄢˋ,shàn,,,,
4241,山谷,山谷,5,5.交通、旅遊,21,11,"[[""山谷"", [""34419""]]]",ㄕㄢ ㄍㄨˇ,shāngǔ,,,,
4242,山腳,山脚,5,核心詞,12,11,"[[""山腳"", [""34424""]]]",ㄕㄢ ㄐㄧㄠˇ,shānjiǎo,,,,
4243,善良,善良,5,16.情緒、態度,32,16,"[[""善良"", [""34519""]]]",ㄕㄢˋ ㄌㄧㄤˊ,shànliáng,,,,
4244,山坡,山坡,5,核心詞,22,10,"[[""山坡"", [""34395""]]]",ㄕㄢ ㄆㄛ,shānpō,,,,
4245,賞,赏,5,核心詞,34,26,"[[""賞"", [""34859""]]]",ㄕㄤˇ,shǎng,,,,
4246,上當,上当,5,12.安全,6,1,"[[""上當"", [""34885""]]]",ㄕㄤˋ ㄉㄤˋ,shàngdàng,,,,
4247,傷口,伤口,5,7.身體、醫療,29,16,"[[""傷口"", [""34839""]]]",ㄕㄤ ㄎㄡˇ,shāngkǒu,,,,
4248,傷腦筋,伤脑筋,5,核心詞,6,7,"[[""傷腦筋"", [""34836""]]]",ㄕㄤ ㄋㄠˇ ㄐㄧㄣ,shāngnǎojīn,,,,
4249,上升,上升,5,核心詞,34,92,"[[""上升"", [""34943""]]]",ㄕㄤˋ ㄕㄥ,shàngshēng,,,,
4250,上市,上市,5,14.社會,30,7,"[[""上市"", [""34937""]]]",ㄕㄤˋ ㄕˋ,shàngshì,,,,
4251,上述,上述,5,核心詞,63,1,[],ㄕㄤˋ ㄕㄨˋ,shàngshù,,,,
4252,上司,上司,5,3.職業,28,1,"[[""上司"", [""34951""]]]",ㄕㄤˋ ㄙ,shàngsī,,,,
4253,上鎖,上锁,5,2.日常起居,4,1,[],ㄕㄤˋ ㄙㄨㄛˇ,shàngsuǒ,,,,
4254,上台,上台,5,8.教育、學習,14,19,[],ㄕㄤˋ ㄊㄞˊ,shàngtái,,,,
4254,上臺,上台,5,8.教育、學習,14,19,[],ㄕㄤˋ ㄊㄞˊ,shàngtái,,,,
4255,上下,上下,5,核心詞,48,22,"[[""上下"", [""34918""]]]",ㄕㄤˋ ㄒㄧㄚˋ,shàngxià,,,,
4256,上演,上演,5,4.休閒、娛樂,14,5,"[[""上演"", [""34962""]]]",ㄕㄤˋ ㄧㄢˇ,shàngyǎn,,,,
4257,上癮,上瘾,5,7.身體、醫療,9,4,"[[""上癮"", [""34964""]]]",ㄕㄤˋ ㄧㄣˇ,shàngyǐn,,,,
4258,稍微,稍微,5,核心詞,98,140,"[[""稍微"", [""34028""]]]",ㄕㄠ ㄨㄟˊ / ㄕㄠ,shāowéi,,,,
4258,稍,稍,5,核心詞,98,140,"[[""稍"", [""34020""]]]",ㄕㄠ ㄨㄟˊ / ㄕㄠ,shāo,,,,
4259,燒香,烧香,5,15.文化,5,2,"[[""燒香"", [""34041""]]]",ㄕㄠ ㄒㄧㄤ,shāoxiāng,,,,
4260,蛇,蛇,5,1.個人資料,64,26,"[[""蛇"", [""33911"", ""40351""]]]",ㄕㄜˊ,shé,,,,
4261,射,射,5,核心詞,28,11,"[[""射"", [""33967"", ""40578"", ""40966""]]]",ㄕㄜˋ,shè,,,,
4262,捨不得,舍不得,5,核心詞,13,34,"[[""捨不得"", [""33922""]]]",ㄕㄜˇ ㄅㄨˋ ˙ㄉㄜ,shěbùde,,,,
4263,捨得,舍得,5,核心詞,4,6,"[[""捨得"", [""33924""]]]",ㄕㄜˇ ˙ㄉㄜ,shěde,,,,
4264,設定,设定,5,核心詞,38,18,"[[""設定"", [""33980""]]]",ㄕㄜˋ ㄉㄧㄥˋ,shèdìng,,,,
4265,設法,设法,5,核心詞,45,6,"[[""設法"", [""33978""]]]",ㄕㄜˋ ㄈㄚˇ,shèfǎ,,,,
4266,社工,社工,5,3.職業,4,8,"[[""社工"", [""33934""]]]",ㄕㄜˋ ㄍㄨㄥ,shègōng,,,,
4267,社交,社交,5,6.社交、人際,33,7,"[[""社交"", [""33947""]]]",ㄕㄜˋ ㄐㄧㄠ,shèjiāo,,,,
4268,設立,设立,5,8.教育、學習,43,36,"[[""設立"", [""33981""]]]",ㄕㄜˋ ㄌㄧˋ,shèlì,,,,
4269,社群,社群,5,核心詞,24,9,[],ㄕㄜˋ ㄑㄩㄣˊ,shèqún,,,,
4270,攝氏,摄氏,5,5.交通、旅遊,8,19,"[[""攝氏"", [""34003""]]]",ㄕㄜˋ ㄕˋ,shèshì,,,,
4271,舌頭,舌头,5,7.身體、醫療,38,12,"[[""舌頭"", [""33903""]]]",ㄕㄜˊ ˙ㄊㄡ/ㄕㄜˊ,shétou,,,,
4271,舌,舌,5,7.身體、醫療,38,12,"[[""舌"", [""33900""]]]",ㄕㄜˊ ˙ㄊㄡ/ㄕㄜˊ,shé,,,,
4272,社團,社团,5,8.教育、學習,12,16,"[[""社團"", [""33932""]]]",ㄕㄜˋ ㄊㄨㄢˊ,shètuán,,,,
4273,攝影,摄影,5,4.休閒、娛樂,29,60,"[[""攝影"", [""34004""]]]",ㄕㄜˋ ㄧㄥˇ,shèyǐng,,,,
4274,神話,神话,5,15.文化,32,14,"[[""神話"", [""34703""]]]",ㄕㄣˊ ㄏㄨㄚˋ,shénhuà,,,,
4275,神經,神经,5,7.身體、醫療,193,66,"[[""神經"", [""34708""]]]",ㄕㄣˊ ㄐㄧㄥ,shénjīng,,,,
4276,神祕,神秘,5,15.文化,53,25,"[[""神祕"", [""34685""]]]",ㄕㄣˊ ㄇㄧˋ,shénmì,,,,
4276,神秘,神秘,5,15.文化,53,25,[],ㄕㄣˊ ㄇㄧˋ,shénmì,,,,
4277,身旁,身旁,5,核心詞,33,5,[],ㄕㄣ ㄆㄤˊ,shēnpáng,,,,
4278,神奇,神奇,5,4.休閒、娛樂,33,42,"[[""神奇"", [""34712""]]]",ㄕㄣˊ ㄑㄧˊ,shénqí,,,,
4279,深入,深入,5,核心詞,67,44,"[[""深入"", [""34658""]]]",ㄕㄣ ㄖㄨˋ,shēnrù,,,,
4280,神聖,神圣,5,15.文化,27,11,"[[""神聖"", [""34728""]]]",ㄕㄣˊ ㄕㄥˋ,shénshèng,,,,
4281,神仙,神仙,5,15.文化,21,2,"[[""神仙"", [""34718""]]]",ㄕㄣˊ ㄒㄧㄢ,shénxiān,,,,
4282,身心,身心,5,7.身體、醫療,46,27,"[[""身心"", [""34615""]]]",ㄕㄣ ㄒㄧㄣ,shēnxīn,,,,
4283,身影,身影,5,5.交通、旅遊,23,26,[],ㄕㄣ ㄧㄥˇ,shēnyǐng,,,,
4284,深遠,深远,5,核心詞,17,13,"[[""深遠"", [""34672""]]]",ㄕㄣ ㄩㄢˇ,shēnyuǎn,,,,
4285,腎臟,肾脏,5,7.身體、醫療,33,27,"[[""腎臟"", [""34779""]]]",ㄕㄣˋ ㄗㄤˋ/ㄕㄣˋ,shènzàng,,,,
4285,腎,肾,5,7.身體、醫療,33,27,"[[""腎"", [""34776""]]]",ㄕㄣˋ ㄗㄤˋ/ㄕㄣˋ,shèn,,,,
4286,升,升,5,核心詞,27,40,"[[""升"", [""34981""]]]",ㄕㄥ,shēng,,,,
4287,生存,生存,5,核心詞,65,95,"[[""生存"", [""35088""]]]",ㄕㄥ ㄘㄨㄣˊ,shēngcún,,,,
4288,生動,生动,5,4.休閒、娛樂,19,9,"[[""生動"", [""35019""]]]",ㄕㄥ ㄉㄨㄥˋ,shēngdòng,,,,
4289,生火,生火,5,核心詞,4,4,"[[""生火"", [""35049""]]]",ㄕㄥ ㄏㄨㄛˇ,shēnghuǒ,,,,
4290,生理,生理,5,7.身體、醫療,55,18,"[[""生理"", [""35030""]]]",ㄕㄥ ㄌㄧˇ,shēnglǐ,,,,
4291,生態,生态,5,13.自然環境,40,221,"[[""生態"", [""35021""]]]",ㄕㄥ ㄊㄞˋ,shēngtài,,,,
4292,聲響,声响,5,2.日常起居,21,4,"[[""聲響"", [""35139""]]]",ㄕㄥ ㄒㄧㄤˇ,shēngxiǎng,,,,
4293,升學,升学,5,8.教育、學習,12,11,"[[""升學"", [""34997""]]]",ㄕㄥ ㄒㄩㄝˊ,shēngxué,,,,
4294,剩餘,剩余,5,核心詞,7,7,"[[""剩餘"", [""35189""]]]",ㄕㄥˋ ㄩˊ,shèngyú,,,,
4295,繩子,绳子,5,2.日常起居,37,17,[],ㄕㄥˊ ˙ㄗ/ㄕㄥˊ,shéngzi,,,,
4295,繩,绳,5,2.日常起居,37,17,[],ㄕㄥˊ ˙ㄗ/ㄕㄥˊ,shéng,,,,
4296,使,使,5,核心詞,758,122,"[[""使"", [""33464""]]]",ㄕˇ,shǐ,,,,
4297,詩,诗,5,核心詞,99,23,"[[""詩"", [""33246""]]]",ㄕ,shī,,,,
4298,士兵,士兵,5,3.職業,63,10,"[[""士兵"", [""33500""]]]",ㄕˋ ㄅㄧㄥ,shìbīng,,,,
4299,食材,食材,5,10.餐飲、烹飪,14,25,[],ㄕˊ ㄘㄞˊ,shícái,,,,
4300,世代,世代,5,核心詞,27,31,"[[""世代"", [""33573""]]]",ㄕˋ ㄉㄞˋ,shìdài,,,,
4301,使得,使得,5,核心詞,117,127,[],ㄕˇ ˙ㄉㄜ,shǐde,,,,
4302,示範,示范,5,8.教育、學習,22,43,"[[""示範"", [""33542""]]]",ㄕˋ ㄈㄢˋ,shìfàn,,,,
4303,是非,是非,5,16.情緒、態度,19,5,"[[""是非"", [""33695""]]]",ㄕˋ ㄈㄟ,shìfēi,,,,
4304,是否,是否,5,核心詞,299,80,"[[""是否"", [""33699""]]]",ㄕˋ ㄈㄡˇ,shìfǒu,,,,
4305,師父,师父,5,15.文化,35,33,"[[""師父"", [""33218""]]]",ㄕ ˙ㄈㄨ,shīfu,,,,
4306,師傅,师傅,5,15.文化,31,32,"[[""師傅"", [""33217""]]]",ㄕ ㄈㄨˋ,shīfù,,,,
4307,事故,事故,5,12.安全,18,13,"[[""事故"", [""33648""]]]",ㄕˋ ㄍㄨˋ,shìgù,,,,
4308,時光,时光,5,15.文化,40,24,"[[""時光"", [""33371""]]]",ㄕˊ ㄍㄨㄤ,shíguāng,,,,
4309,實話,实话,5,核心詞,19,10,"[[""實話"", [""33420""]]]",ㄕˊ ㄏㄨㄚˋ,shíhuà,,,,
4310,時機,时机,5,核心詞,42,14,"[[""時機"", [""33376""]]]",ㄕˊ ㄐㄧ,shíjī,,,,
4311,實踐,实践,5,8.教育、學習,70,45,"[[""實踐"", [""33426""]]]",ㄕˊ ㄐㄧㄢˋ,shíjiàn,,,,
4312,事件,事件,5,12.安全,214,144,"[[""事件"", [""33654""]]]",ㄕˋ ㄐㄧㄢˋ,shìjiàn,,,,
4313,視覺,视觉,5,核心詞,58,19,"[[""視覺"", [""33557""]]]",ㄕˋ ㄐㄩㄝˊ,shìjué,,,,
4314,時刻,时刻,5,核心詞,71,52,"[[""時刻"", [""33372""]]]",ㄕˊ ㄎㄜˋ,shíkè,,,,
4315,時空,时空,5,13.自然環境,25,12,"[[""時空"", [""33374""]]]",ㄕˊ ㄎㄨㄥ,shíkōng,,,,
4316,實力,实力,5,3.職業,37,17,"[[""實力"", [""33414""]]]",ㄕˊ ㄌㄧˋ,shílì,,,,
4317,勢力,势力,5,14.社會,57,46,"[[""勢力"", [""33719""]]]",ㄕˋ ㄌㄧˋ,shìlì,,,,
4318,市民,市民,5,14.社會,16,14,"[[""市民"", [""33515""]]]",ㄕˋ ㄇㄧㄣˊ,shìmín,,,,
4319,失去,失去,5,核心詞,158,82,"[[""失去"", [""33149""]]]",ㄕ ㄑㄩˋ,shīqù,,,,
4320,十全十美,十全十美,5,核心詞,5,1,"[[""十全十美"", [""33274""]]]",ㄕˊ ㄑㄩㄢˊ ㄕˊ ㄇㄟˇ,shíquánshíměi,,,,
4321,詩人,诗人,5,8.教育、學習,42,8,"[[""詩人"", [""33258""]]]",ㄕ ㄖㄣˊ,shīrén,,,,
4322,事實上,事实上,5,核心詞,0,0,[],ㄕˋ ㄕˊ ㄕㄤˋ,shìshíshàng,,,,
4323,時速,时速,5,核心詞,10,5,"[[""時速"", [""33402""]]]",ㄕˊ ㄙㄨˋ,shísù,,,,
4324,視為,视为,5,核心詞,85,28,"[[""視為"", [""45211""]]]",ㄕˋ ㄨㄟˊ,shìwéi,,,,
4325,事務,事务,5,3.職業,39,14,"[[""事務"", [""33669""]]]",ㄕˋ ㄨˋ,shìwù,,,,
4326,實習,实习,5,3.職業,12,19,"[[""實習"", [""33431""]]]",ㄕˊ ㄒㄧˊ,shíxí,,,,
4327,視線,视线,5,2.日常起居,23,6,"[[""視線"", [""33558""]]]",ㄕˋ ㄒㄧㄢˋ,shìxiàn,,,,
4328,事先,事先,5,核心詞,39,17,"[[""事先"", [""33658""]]]",ㄕˋ ㄒㄧㄢ,shìxiān,,,,
4329,事項,事项,5,核心詞,19,5,"[[""事項"", [""33659""]]]",ㄕˋ ㄒㄧㄤˋ,shìxiàng,,,,
4330,實驗,实验,5,8.教育、學習,197,151,"[[""實驗"", [""33448""]]]",ㄕˊ ㄧㄢˋ,shíyàn,,,,
4331,試驗,试验,5,7.身體、醫療,19,29,"[[""試驗"", [""33632""]]]",ㄕˋ ㄧㄢˋ,shìyàn,,,,
4332,式樣,式样,5,9.購物、商店,4,1,"[[""式樣"", [""33609""]]]",ㄕˋ ㄧㄤˋ,shìyàng,,,,
4333,視野,视野,5,2.日常起居,31,152,"[[""視野"", [""33568""]]]",ㄕˋ ㄧㄝˇ,shìyě,,,,
4334,失業,失业,5,3.職業,15,54,"[[""失業"", [""33183""]]]",ㄕ ㄧㄝˋ,shīyè,,,,
4335,適用,适用,5,核心詞,33,6,"[[""適用"", [""33758""]]]",ㄕˋ ㄩㄥˋ,shìyòng,,,,
4336,石油,石油,5,13.自然環境,18,54,"[[""石油"", [""33327""]]]",ㄕˊ ㄧㄡˊ,shíyóu,,,,
4337,實在,实在,5,核心詞,218,137,"[[""實在"", [""33445""]]]",ㄕˊ ㄗㄞˋ,shízài,,,,
4338,師長,师长,5,8.教育、學習,14,9,"[[""師長"", [""33225""]]]",ㄕ ㄓㄤˇ,shīzhǎng,,,,
4339,始終,始终,5,核心詞,73,30,"[[""始終"", [""33491""]]]",ㄕˇ ㄓㄨㄥ,shǐzhōng,,,,
4340,石子,石子,5,13.自然環境,7,1,[],ㄕˊ ˙ㄗ,shízi,,,,
4341,獅子,狮子,5,13.自然環境,22,24,"[[""獅子"", [""33236""]]]",ㄕ ˙ㄗ/ㄕ,shīzi,,,,
4341,獅,狮,5,13.自然環境,22,24,"[[""獅"", [""33235""]]]",ㄕ ˙ㄗ/ㄕ,shī,,,,
4342,失蹤,失踪,5,12.安全,20,11,"[[""失蹤"", [""33173""]]]",ㄕ ㄗㄨㄥ,shīzōng,,,,
4343,十足,十足,5,核心詞,27,16,"[[""十足"", [""33281""]]]",ㄕˊ ㄗㄨˊ,shízú,,,,
4344,售,售,5,9.購物、商店,4,2,"[[""售"", [""34360""]]]",ㄕㄡˋ,shòu,,,,
