Traditional,Simplified,PinyinNumbered,Pinyin,Freq
垡,垡,fa2,fá,1
垤,垤,die2,dié,1
岨,岨,qu1,qū,1
岧,岧,tiao2,tiáo,1
垧,垧,shang3,shǎng,1
垜,垛,duo3,duǒ,1
垵,垵,an3,ǎn,1
岞,岞,zuo4,zuò,1
岝,岝,zuo4,zuò,1
岜,岜,ba1,bā,1
岒,岒,qian2,qián,1
垺,垺,pou2,póu,1
垾,垾,han4,hàn,1
垿,垿,xu4,xù,1
岍,岍,qian1,qiān,1
埀,埀,chui2,chuí,1
岊,岊,jie2,jié,1
峇,峇,ke4,kè,1
垛,垛,duo4,duò,1
岀,岀,chu1,chū,1
垗,垗,zhao4,zhào,1
垏,垏,lu:4,lǜ,1
崓,崓,gu4,gù,1
崒,崒,zu2,zú,1
崒,崒,cui4,cuì,1
崐,昆,kun1,kūn,1
崏,崏,min2,mín,1
垔,垔,yin1,yīn,1
崌,崌,ju1,jū,1
崋,崋,hua2,huá,1
垕,垕,hou4,hòu,1
垖,垖,dui1,duī,1
崀,崀,lang4,làng,1
峓,峓,yi2,yí,1
峿,峿,wu2,wú,1
峹,峹,tu2,tú,1
垙,垙,guang1,guāng,1
峱,峱,nao2,náo,1
峯,峰,feng1,fēng,1
峩,峨,e2,é,1
垚,垚,yao2,yáo,1
峧,峧,jiao1,jiāo,1
峠,峠,xx5,xx,1
峞,峞,wei2,wéi,1
峝,峒,tong2,tóng,1
岅,坂,ban3,bǎn,1
屾,屾,shen1,shēn,1
尲,尲,gan1,gān,1
埰,埰,cai4,cài,1
屛,屛,ping2,píng,1
埫,埫,chong3,chǒng,1
屘,屘,man3,mǎn,1
屖,屖,xi1,xī,1
埫,埫,tang3,tǎng,1
屓,屃,xi4,xì,1
埭,埭,dai4,dài,1
蚵,蚵,ke1,kē,1
郎,郎,lang4,làng,1
首,首,shou5,shou,1
埯,埯,an3,ǎn,1
屇,屇,tian2,tián,1
埫,埫,shang3,shǎng,1
居,居,ji1,jī,1
屄,屄,bi5,bi,1
埳,坎,kan3,kǎn,1
屁,屁,pi5,pi,1
埴,埴,zhi2,zhí,1
埶,埶,yi4,yì,1
埸,埸,yi4,yì,1
培,培,bei4,bèi,1
潽,潽,pu3,pǔ,1
埽,埽,sao4,sào,1
尶,尶,gan1,gān,1
屝,屝,fei4,fèi,1
埧,埧,ju4,jù,1
屼,屼,wu4,wù,1
埒,埒,lie4,liè,1
屺,屺,qi3,qǐ,1
埄,埄,beng3,běng,1
屴,屴,li4,lì,1
埄,埄,feng1,fēng,1
埆,埆,que4,què,1
萮,萮,yu2,yú,1
埈,埈,jun4,jùn,1
汰,汰,tai5,tai,1
埌,埌,lang4,làng,1
埏,埏,shan1,shān,1
埏,埏,yan2,yán,1
埒,埒,le4,lè,1
埦,埦,wan3,wǎn,1
埛,埛,jiong1,jiōng,1
埜,野,ye3,yě,1
屮,屮,che4,chè,1
埝,埝,nian4,niàn,1
屫,屫,jue1,juē,1
屪,屪,liao2,liáo,1
屩,屩,jue2,jué,1
屩,屩,jue1,juē,1
屨,屦,ju4,jù,1
屧,屧,xie4,xiè,1
埡,垭,ya4,yà,1
墘,墘,qian2,qián,1
墝,墝,qiao1,qiāo,1
垍,垍,ji4,jì,1
娚,娚,nan2,nán,1
婞,婞,xing4,xìng,1
婙,婙,jing4,jìng,1
婕,婕,jie2,jié,1
婐,婐,wo3,wǒ,1
娿,婀,e1,ē,1
蹀,蹀,die1,diē,1
娸,娸,qi2,qí,1
宛,宛,yuan1,yuān,1
娵,娵,ju1,jū,1
娯,娯,yu2,yú,1
娩,娩,wan3,wǎn,1
王,王,wang5,wang,1
婤,婤,zhou1,zhōu,1
娒,娒,wu3,wǔ,1
娒,娒,mu3,mǔ,1
娒,娒,mei2,méi,1
娌,娌,li3,lǐ,1
娂,娂,hong2,hóng,1
娀,娀,song1,sōng,1
姽,姽,gui3,guǐ,1
姺,姺,xian3,xiǎn,1
姸,姸,yan2,yán,1
姶,姶,e4,è,1
姵,姵,pei4,pèi,1
婣,姻,yin1,yīn,1
婥,婥,chuo4,chuò,1
姧,姧,jian1,jiān,1
媅,媅,dan1,dān,1
媬,媬,bao3,bǎo,1
媩,媩,hu2,hú,1
媢,媢,mao4,mào,1
媠,媠,tuo2,tuó,1
媠,媠,duo4,duò,1
媟,媟,xie4,xiè,1
媞,媞,ti2,tí,1
媖,媖,ying1,yīng,1
媏,媏,duan1,duān,1
媍,妇,fu4,fù,1
媊,媊,qian2,qián,1
媄,媄,mei3,měi,1
列,列,lie1,liē,1
媁,媁,wei3,wěi,1
媁,媁,wei2,wéi,1
婽,婽,jia3,jiǎ,1
婼,婼,chuo4,chuò,1
夣,夣,meng4,mèng,1
婹,婹,yao3,yǎo,1
婮,婮,ju1,jū,1
婬,婬,yin2,yín,1
婨,婨,lun2,lún,1
婧,婧,jing4,jìng,1
夥,伙,huo3,huǒ,1
姱,姱,kua1,kuā,1
姤,姤,gou4,gòu,1
媯,妫,gui1,guī,1
奓,奓,zha4,zhà,1
妤,妤,yu2,yú,1
妞,妞,niu5,niu,1
奌,奌,dian3,diǎn,1
妚,妚,pei1,pēi,1
妘,妘,yun2,yún,1
精,精,jing5,jing,1
妏,妏,wen4,wèn,1
奓,奓,chi3,chǐ,1
妉,妉,dan1,dān,1
妅,妅,hong2,hóng,1
奓,奓,she1,shē,1
套,套,tao5,tao,1
妭,妭,ba2,bá,1
奘,奘,zhuang3,zhuǎng,1
奜,奜,fei3,fěi,1
奡,奡,ao4,ào,1
奣,奣,weng3,wěng,1
奨,奨,jiang3,jiǎng,1
好,好,hao1,hāo,1
奫,奫,yun1,yūn,1
奬,奬,jiang3,jiǎng,1
細,细,xi5,xi,1
奰,奰,bi4,bì,1
女,女,ru3,rǔ,1
妬,妒,du4,dù,1
娌,娌,li5,li,1
姞,姞,ji2,jí,1
姉,姊,zi3,zǐ,1
姝,姝,shu1,shū,1
秤,秤,ping2,píng,1
姙,妊,ren4,rèn,1
屈,屈,qu5,qu,1
夫,夫,fu2,fú,1
夬,夬,guai4,guài,1
夭,夭,yao3,yǎo,1
告,告,gao5,gao,1
夶,夶,bi3,bǐ,1
夾,夹,ga1,gā,1
姊,姊,jie5,jie,1
姈,姈,ling2,líng,1
妳,你,ni3,nǐ,1
姅,姅,ban4,bàn,1
姄,姄,min2,mín,1
姁,姁,xu3,xǔ,1
妽,妽,shen1,shēn,1
妻,妻,qi4,qì,1
妺,妺,mo4,mò,1
奄,奄,yan1,yān,1
妸,妸,e1,ē,1
妷,侄,zhi2,zhí,1
妵,妵,tou3,tǒu,1
妳,奶,nai3,nǎi,1
媮,媮,tou1,tōu,1
媰,㛀,chu2,chú,1
墠,𫮃,shan4,shàn,1
売,売,mai4,mài,1
壙,圹,kuang4,kuàng,1
壚,垆,lu2,lú,1
孨,孨,zhuan3,zhuǎn,1
孥,孥,nu2,nú,1
壜,壜,tan2,tán,1
壝,壝,wei3,wěi,1
壠,垅,long3,lǒng,1
壡,壡,rui4,ruì,1
壪,塆,wan1,wān,1
壭,壭,xx5,xx,1
壱,壱,yi1,yī,1
孖,孖,zi1,zī,1
壔,壔,dao3,dǎo,1
壻,婿,xu4,xù,1
壼,壸,kun3,kǔn,1
盡,尽,jin3,jǐn,1
壿,壿,zun1,zūn,1
夀,夀,shou4,shòu,1
孏,孏,lan3,lǎn,1
夂,夂,zhi3,zhǐ,1
孅,孅,xian1,xiān,1
孄,孄,lan3,lǎn,1
夅,夅,jiang4,jiàng,1
夅,夅,xiang2,xiáng,1
壖,壖,ruan2,ruán,1
孭,孭,mie1,miē,1
嬾,懒,lan3,lǎn,1
壆,壆,bo2,bó,1
宊,宊,tu2,tú,1
宊,宊,jia1,jiā,1
墦,墦,fan2,fán,1
墪,墩,dun1,dūn,1
墫,墫,zun1,zūn,1
墬,墬,di4,dì,1
墰,墰,tan2,tán,1
墵,墵,tan2,tán,1
墺,墺,ao4,ào,1
墼,墼,ji2,jí,1
壄,野,ye3,yě,1
壊,壊,huai4,huài,1
壒,壒,ai4,ài,1
宂,冗,rong3,rǒng,1
宁,㝉,zhu4,zhù,1
宀,宀,mian2,mián,1
壋,垱,dang4,dàng,1
孼,孽,nie4,niè,1
孻,𡥧,lai2,lái,1
壌,壌,rang3,rǎng,1
壎,壎,xun1,xūn,1
t,t,ti4,tì,1
壑,壑,huo4,huò,1
孶,孶,zi1,zī,1
嬿,嬿,yan4,yàn,1
嬹,嬹,xing4,xìng,1
媸,媸,chi1,chī,1
嫑,嫑,biao2,biáo,1
嫰,嫩,nen4,nèn,1
嫮,嫮,hu4,hù,1
嫭,嫭,hu4,hù,1
嫬,嫬,zhe1,zhē,1
嫫,嫫,mo2,mó,1
多,多,duo2,duó,1
少,少,shao5,shao,1
嫜,嫜,zhang1,zhāng,1
嫙,嫙,xuan2,xuán,1
戧,戗,qiang4,qiàng,1
嫕,嫕,yi4,yì,1
嫐,嫐,nao3,nǎo,1
夘,卯,mao3,mǎo,1
嫋,袅,niao3,niǎo,1
嫈,嫈,ying1,yīng,1
嫄,嫄,yuan2,yuán,1
嫂,嫂,sao5,sao,1
裝,装,zhuang5,zhuang,1
妝,妆,zhuang5,zhuang,1
媿,愧,kui4,kuì,1
咪,咪,mi5,mi,1
媼,媪,ao3,ǎo,1
媻,媻,pan2,pán,1
媺,媺,mei3,měi,1
嫺,娴,xian2,xián,1
嫽,嫽,liao2,liáo,1
嬸,婶,shen5,shen,1
嬛,嬛,qiong2,qióng,1
夆,夆,feng2,féng,1
変,変,bian4,biàn,1
嬲,嬲,niao3,niǎo,1
嬭,奶,nai3,nǎi,1
嬬,嬬,xu1,xū,1
嬫,嬫,rong2,róng,1
嬦,嬦,chou2,chóu,1
嬤,嬷,mo5,mo,1
嬢,嬢,niang2,niáng,1
嬡,嫒,ai4,ài,1
嬝,袅,niao3,niǎo,1
嬙,嫱,qiang2,qiáng,1
嫿,婳,hua4,huà,1
夊,夊,sui1,suī,1
嬖,嬖,bi4,bì,1
嬔,嬔,fu4,fù,1
夌,夌,ling2,líng,1
夓,夓,xia4,xià,1
嫩,嫩,nen5,nen,1
夕,夕,xi4,xì,1
夗,夗,yuan4,yuàn,1
嬅,嬅,hua2,huá,1
嬃,媭,xu1,xū,1
嬀,妫,gui1,guī,1
垎,垎,he4,hè,1
垌,垌,dong4,dòng,1
惒,惒,he2,hé,1
嚷,嚷,rang5,rang,1
嚲,亸,duo3,duǒ,1
徧,遍,bian4,biàn,1
從,从,cong1,cōng,1
從,从,zong4,zòng,1
嚵,嚵,chan2,chán,1
罪,罪,zui5,zui,1
得,得,de4,dè,1
嚵,嚵,chan4,chàn,1
従,従,cong2,cóng,1
嚶,嘤,ying1,yīng,1
嚷,嚷,rang1,rāng,1
囅,冁,chan3,chǎn,1
嚯,嚯,huo4,huò,1
徇,徇,xun2,xún,1
囆,囆,chai4,chài,1
見,见,jian5,jian,1
唆,唆,suo5,suo,1
徃,往,wang3,wǎng,1
徂,徂,cu2,cú,1
揣,揣,chuai4,chuài,1
彽,彽,chi2,chí,1
囍,囍,xi3,xǐ,1
囓,啮,nie4,niè,1
彷,彷,fang3,fǎng,1
嚱,嚱,xi1,xī,1
徬,徬,pang2,páng,1
彲,彨,chi1,chī,1
嚜,嚜,me5,me,1
忉,忉,dao1,dāo,1
忄,忄,xin1,xīn,1
嚄,嚄,huo4,huò,1
嚄,嚄,o3,ǒ,1
嚆,嚆,hao1,hāo,1
嚉,嚉,duo1,duō,1
嚌,哜,ji4,jì,1
嚔,嚔,ti4,tì,1
嚗,嚗,bo2,bó,1
嚗,嚗,bo1,bō,1
嚚,嚚,yin2,yín,1
嚝,嚝,hong1,hōng,1
嚭,嚭,pi3,pǐ,1
忂,忂,qu2,qú,1
忀,忀,xiang1,xiāng,1
徼,徼,jiao4,jiào,1
嚞,嚞,zhe2,zhé,1
徻,徻,wei4,wèi,1
行,行,xing5,xing,1
嚟,嚟,li4,lì,1
嚦,呖,li4,lì,1
徴,徴,zheng1,zhēng,1
徳,徳,de2,dé,1
嚬,嚬,pin2,pín,1
彴,彴,zhuo2,zhuó,1
囖,囖,luo5,luo,1
嚃,嚃,ta4,tà,1
弌,弌,yi1,yī,1
弨,弨,chao1,chāo,1
弤,弤,di3,dǐ,1
弣,弣,fu3,fǔ,1
弢,弢,tao1,tāo,1
兄,兄,xiong5,xiong,1
弝,弝,ba4,bà,1
囪,囱,chuang1,chuāng,1
囬,囬,hui2,huí,1
弐,弐,er4,èr,1
弎,弎,san1,sān,1
弍,弍,er4,èr,1
弇,弇,yan3,yǎn,1
弮,弮,juan4,juàn,1
弆,弆,ju3,jǔ,1
囮,囮,e2,é,1
囯,囯,guo2,guó,1
弁,弁,bian4,biàn,1
囲,囲,wei2,wéi,1
廾,廾,gong3,gǒng,1
廼,乃,nai3,nǎi,1
廻,廻,hui2,huí,1
図,図,tu2,tú,1
囶,囶,guo2,guó,1
廹,迫,po4,pò,1
弫,弫,zhen3,zhěn,1
弮,弮,quan1,quān,1
囗,囗,wei2,wéi,1
彊,强,qiang2,qiáng,1
彫,雕,diao1,diāo,1
囘,囘,hui2,huí,1
囙,因,yin1,yīn,1
囝,囝,nan1,nān,1
回,回,hui5,hui,1
彡,彡,shan1,shān,1
彛,彛,yi2,yí,1
彔,录,lu4,lù,1
彑,彑,ji4,jì,1
彐,彐,ji4,jì,1
彊,强,qiang3,qiǎng,1
彊,强,jiang4,jiàng,1
弰,弰,shao1,shāo,1
彄,𫸩,kou1,kōu,1
弾,弾,dan4,dàn,1
団,団,tuan2,tuán,1
弸,弸,peng2,péng,1
弶,弶,jiang4,jiàng,1
囤,囤,dun4,dùn,1
囥,囥,kang4,kàng,1
囦,囦,yuan1,yuān,1
囧,囧,jiong3,jiǒng,1
燾,焘,tao1,tāo,1
囨,囨,pian1,piān,1
妒,妒,du5,du,1
噸,吨,dun4,dùn,1
囷,囷,qun1,qūn,1
恵,恵,hui4,huì,1
悕,悕,xi1,xī,1
悑,悑,bu4,bù,1
悐,悐,ti4,tì,1
悊,悊,zhe2,zhé,1
悆,悆,yu4,yù,1
悄,悄,qiao5,qiao,1
嘸,呒,wu2,wú,1
悃,悃,kun3,kǔn,1
悁,悁,juan4,juàn,1
悁,悁,juan1,juān,1
悀,悀,yong3,yǒng,1
惟,惟,wei5,wei,1
悜,悜,cheng3,chěng,1
噀,噀,xun4,xùn,1
噁,恶,e3,ě,1
噂,噂,zun3,zǔn,1
噅,𠯠,hui1,huī,1
恧,恧,nu:4,nǜ,1
噇,噇,chuang2,chuáng,1
噉,啖,dan4,dàn,1
恡,吝,lin4,lìn,1
恠,怪,guai4,guài,1
恟,恟,xiong1,xiōng,1
恞,恞,yi2,yí,1
嘸,呒,fu3,fǔ,1
悝,悝,li3,lǐ,1
恛,恛,hui2,huí,1
惄,惄,ni4,nì,1
惏,惏,lin2,lín,1
惏,婪,lan2,lán,1
惎,惎,ji4,jì,1
惌,惌,yuan1,yuān,1
惋,惋,wan4,wàn,1
嘦,嘦,jiao4,jiào,1
惈,惈,guo3,guǒ,1
惇,惇,dun1,dūn,1
嘫,嘫,ran2,rán,1
嘬,嘬,chuai4,chuài,1
形,形,xing5,xing,1
悾,悾,kong1,kōng,1
悞,悮,wu4,wù,1
嘬,嘬,zuo1,zuō,1
悷,悷,li4,lì,1
嘭,嘭,peng1,pēng,1
悳,德,de2,dé,1
嘵,哓,xiao1,xiāo,1
嘷,嗥,hao2,háo,1
悰,悰,cong2,cóng,1
悪,悪,e4,è,1
悩,悩,nao3,nǎo,1
悤,匆,cong1,cōng,1
悢,悢,liang4,liàng,1
恝,恝,jia2,jiá,1
恚,恚,hui4,huì,1
噷,噷,hen4,hèn,1
忬,忬,shu1,shū,1
噫,噫,yi1,yī,1
噭,噭,jiao4,jiào,1
噯,嗳,ai4,ài,1
噱,噱,jue2,jué,1
忺,忺,xian1,xiān,1
噱,噱,xue2,xué,1
噱,噱,xue1,xuē,1
想,想,xiang5,xiang,1
忲,忲,tai4,tài,1
忭,忭,bian4,biàn,1
忬,忬,yu4,yù,1
噲,哙,wei4,wèi,1
怏,怏,yang4,yàng,1
噳,噳,yu3,yǔ,1
忞,忞,wen3,wěn,1
忞,忞,min3,mǐn,1
忝,忝,tian3,tiǎn,1
応,応,ying4,yìng,1
忛,忛,fan1,fān,1
忙,忙,mang5,mang,1
忕,忕,tai4,tài,1
忕,忕,shi4,shì,1
忒,忒,tui1,tuī,1
忒,忒,tei1,tēi,1
怊,怊,chao1,chāo,1
噦,哕,yue1,yuē,1
恘,恘,qiu1,qiū,1
怳,恍,huang3,huǎng,1
恔,恔,xiao4,xiào,1
噌,噌,cheng1,chēng,1
恏,恏,hao4,hào,1
恌,恌,tiao1,tiāo,1
恉,恉,zhi3,zhǐ,1
恇,恇,kuang1,kuāng,1
恂,恂,xun2,xún,1
恁,恁,nin2,nín,1
恁,恁,nen4,nèn,1
怹,怹,tan1,tān,1
怸,怸,xi1,xī,1
怲,怲,bing3,bǐng,1
噦,哕,yue3,yuě,1
怱,匆,cong1,cōng,1
噙,噙,qin2,qín,1
怯,怯,que4,què,1
怭,怭,bi4,bì,1
噚,㖊,xun2,xún,1
噛,噛,nie4,niè,1
物,物,wu5,wu,1
噞,噞,yan3,yǎn,1
怞,怞,zhou4,zhòu,1
怚,怚,ju4,jù,1
怗,怗,tie1,tiē,1
廸,廸,di2,dí,1
囷,囷,jun1,jūn,1
崖,崖,yai2,yái,1
巆,𫶕,hong1,hōng,1
巜,巜,kuai4,kuài,1
巛,巛,chuan1,chuān,1
巚,巚,yan3,yǎn,1
巘,𪩘,yan3,yǎn,1
巗,岩,yan2,yán,1
巓,巓,dian1,diān,1
巍,巍,wei2,wéi,1
巌,巌,yan2,yán,1
巋,岿,kui1,kuī,1
巉,巉,chan2,chán,1
巇,巇,xi1,xī,1
巃,巃,long2,lóng,1
坯,坯,pei1,pēi,1
巂,巂,xi1,xī,1
巂,巂,gui1,guī,1
嶴,岙,ao4,ào,1
嶲,嶲,xi1,xī,1
嶰,嶰,xie4,xiè,1
嶮,崄,xian3,xiǎn,1
嶭,嶭,e4,è,1
嶫,嶫,ye4,yè,1
嶨,峃,xue2,xué,1
坱,坱,yang3,yǎng,1
嶢,峣,yao2,yáo,1
坰,坰,jiong1,jiōng,1
坭,坭,ni2,ní,1
嶡,嶡,gui4,guì,1
坆,坆,mei2,méi,1
巵,卮,zhi1,zhī,1
結,结,jie5,jie,1
圯,圯,yi2,yí,1
排,排,pai3,pǎi,1
圱,圱,qian1,qiān,1
圱,圱,su2,sú,1
圳,圳,zun4,zùn,1
圴,圴,zhuo2,zhuó,1
坆,坆,fen2,fén,1
巰,巯,qiu2,qiú,1
使,使,shi5,shi,1
坈,坈,keng1,kēng,1
坕,坕,jing1,jīng,1
坋,坋,fen4,fèn,1
坌,坌,ben4,bèn,1
坑,坑,keng5,keng,1
口,口,luo2,luó,1
工,工,ei1,ēi,1
巤,巤,lie4,liè,1
巣,巣,chao2,cháo,1
坒,坒,bi4,bì,1
坓,坓,jing3,jǐng,1
巠,巠,jing1,jīng,1
巟,巟,huang1,huāng,1
嶡,嶡,jue2,jué,1
嶠,峤,jiao4,jiào,1
巻,巻,juan3,juǎn,1
崬,岽,dong1,dōng,1
嵇,嵇,ji1,jī,1
嵄,嵄,mei3,měi,1
嵂,嵂,lu:4,lǜ,1
崿,崿,e4,è,1
崾,崾,yao3,yǎo,1
崶,崶,feng1,fēng,1
崴,崴,wei1,wēi,1
坼,坼,che4,chè,1
崳,崳,yu2,yú,1
崱,崱,ze2,zé,1
崯,崯,yin2,yín,1
崧,崧,song1,sōng,1
坷,坷,ke1,kē,1
坽,坽,ling2,líng,1
坿,附,fu4,fù,1
崤,崤,yao2,yáo,1
崤,崤,xiao2,xiáo,1
垇,垇,ao4,ào,1
崠,崠,dong1,dōng,1
崟,崟,yin2,yín,1
崞,崞,guo1,guō,1
崚,崚,leng2,léng,1
崘,仑,lun2,lún,1
垈,垈,dai4,dài,1
坻,坻,chi2,chí,1
嵌,嵌,qian1,qiān,1
嶟,嶟,zun1,zūn,1
嶄,崭,chan2,chán,1
嶞,嶞,duo4,duò,1
嶝,嶝,deng4,dèng,1
坲,坲,fo2,fó,1
嶖,嶖,yan1,yān,1
嶔,嵚,qin1,qīn,1
嶓,嶓,bo1,bō,1
嶒,嶒,ceng2,céng,1
嶋,嶋,dao3,dǎo,1
嶅,嶅,ao2,áo,1
坳,坳,ao1,āo,1
坴,坴,lu4,lù,1
嶃,崭,zhan3,zhǎn,1
嵒,岩,yan2,yán,1
嶃,崭,chan2,chán,1
嶁,嵝,lou3,lǒu,1
嵾,㟥,cen1,cēn,1
嵼,𡶴,chan3,chǎn,1
嵺,嵺,liao2,liáo,1
嵴,嵴,ji2,jí,1
嵯,嵯,cuo2,cuó,1
嵡,嵡,weng3,wěng,1
嵙,嵙,ke1,kē,1
嵗,岁,sui4,suì,1
嵓,嵓,yan2,yán,1
圬,圬,wu1,wū,1
圫,圫,tuo1,tuō,1
囸,囸,ri4,rì,1
底,底,de5,de,1
圈,圈,juan1,juān,1
圊,圊,qing1,qīng,1
庴,庴,ji2,jí,1
庳,庳,bi4,bì,1
庱,庱,cheng3,chěng,1
庬,庬,pang2,páng,1
圌,圌,chui2,chuí,1
度,度,duo4,duò,1
庥,庥,xiu1,xiū,1
庤,庤,zhi4,zhì,1
庠,庠,xiang2,xiáng,1
庒,庒,zhuang1,zhuāng,1
庻,庶,shu4,shù,1
庋,庋,gui3,guǐ,1
圏,圏,quan1,quān,1
庉,庉,dun4,dùn,1
庈,庈,qin2,qín,1
庅,庅,mo2,mó,1
庅,庅,me5,me,1
広,広,guang3,guǎng,1
庁,庁,ting1,tīng,1
庀,庀,pi3,pǐ,1
广,广,yan3,yǎn,1
圕,圕,tuan1,tuān,1
庹,庹,tuo3,tuǒ,1
庽,寓,yu4,yù,1
并,并,bing1,bīng,1
廛,廛,chan2,chán,1
廵,巡,xun2,xún,1
廴,廴,yin3,yǐn,1
廱,廱,yong1,yōng,1
廨,廨,xie4,xiè,1
廧,廧,qiang2,qiáng,1
囻,囻,guo2,guó,1
圀,圀,guo2,guó,1
廞,𫷷,qin1,qīn,1
廞,𫷷,xin1,xīn,1
圂,圂,hun4,hùn,1
圅,函,han2,hán,1
廙,廙,yi4,yì,1
庿,庿,miao4,miào,1
廕,荫,yin4,yìn,1
廒,廒,ao2,áo,1
廑,廑,jin3,jǐn,1
廐,厩,jiu4,jiù,1
廏,廏,jiu4,jiù,1
廎,庼,qing3,qǐng,1
廋,廋,sou1,sōu,1
廆,廆,hui4,huì,1
廃,廃,fei4,fèi,1
廁,厕,si4,sì,1
廀,廀,sou1,sōu,1
幷,幷,bing4,bìng,1
幵,幵,qian1,qiān,1
圫,圫,ao4,ào,1
圣,圣,sheng4,shèng,1
帹,帹,qie4,qiè,1
圣,圣,ku1,kū,1
棚,棚,peng5,peng,1
帲,帲,ping2,píng,1
帰,帰,gui1,guī,1
帯,帯,dai4,dài,1
帬,裙,qun2,qún,1
傅,傅,fu5,fu,1
帨,帨,shui4,shuì,1
帣,帣,juan4,juàn,1
帟,帟,yi4,yì,1
圧,圧,ya1,yā,1
圢,圢,ting3,tǐng,1
那,那,na5,na,1
帗,帗,fu2,fú,1
帔,帔,pei4,pèi,1
圩,圩,wei2,wéi,1
帋,纸,zhi3,zhǐ,1
帆,帆,fan2,fán,1
帄,帄,ding1,dīng,1
圩,圩,xu1,xū,1
布,布,bu3,bǔ,1
帀,匝,za1,zā,1
巿,巿,fu2,fú,1
帺,帺,qi2,qí,1
幀,帧,zheng4,zhèng,1
成,成,cheng5,cheng,1
幦,幦,mi4,mì,1
圛,圛,yi4,yì,1
圜,圜,yuan2,yuán,1
幰,幰,xian3,xiǎn,1
幯,幯,jie2,jié,1
幮,幮,chu2,chú,1
幭,幭,mie4,miè,1
幬,帱,dao4,dào,1
幬,帱,chou2,chóu,1
幫,帮,bang5,bang,1
幩,幩,fen2,fén,1
幨,幨,chan1,chān,1
幢,幢,zhuang4,zhuàng,1
幇,帮,bang1,bāng,1
圞,圞,luan2,luán,1
地,地,di5,di,1
幠,幠,hu1,hū,1
幞,幞,fu2,fú,1
幚,帮,bang1,bāng,1
幙,幕,mu4,mù,1
幘,帻,ze2,zé,1
幑,徽,hui1,huī,1
幏,幏,jia4,jià,1
幋,幋,pan2,pán,1
幈,幈,ping2,píng,1
梱,梱,kun3,kǔn,1
梲,梲,zhuo2,zhuó,1
卮,卮,zhi1,zhī,1
瑨,瑨,jin4,jìn,1
璁,璁,cong1,cōng,1
倬,倬,zhuo1,zhuō,1
倬,倬,zhuo2,zhuó,1
瑿,瑿,yi1,yī,1
瑽,瑽,cong1,cōng,1
瑻,瑻,kun1,kūn,1
瑳,瑳,cuo1,cuō,1
瑲,玱,qiang1,qiāng,1
瑱,瑱,zhen4,zhèn,1
瑱,瑱,tian4,tiàn,1
瑭,瑭,tang2,táng,1
瑧,瑧,jin1,jīn,1
璆,璆,qiu2,qiú,1
瑧,瑧,zhen1,zhēn,1
瑢,瑢,rong2,róng,1
瑠,琉,liu2,liú,1
瑗,瑗,yuan4,yuàn,1
瑔,瑔,quan2,quán,1
瑑,瑑,zhuan4,zhuàn,1
瑏,瑏,chuan1,chuān,1
倮,倮,luo3,luǒ,1
瑉,瑉,min2,mín,1
瑇,玳,dai4,dài,1
瑃,瑃,chun1,chūn,1
璅,璅,suo3,suǒ,1
璈,璈,ao2,áo,1
瑀,瑀,yu3,yǔ,1
璫,珰,dang1,dāng,1
瓈,璃,li2,lí,1
瓁,瓁,wo4,wò,1
瓀,瓀,ruan3,ruǎn,1
璿,璇,xuan2,xuán,1
璸,璸,bin1,bīn,1
璵,玙,yu2,yú,1
璲,璲,sui4,suì,1
璱,璱,se4,sè,1
璯,㻅,hui4,huì,1
璮,璮,tan3,tǎn,1
璬,璬,jiao3,jiǎo,1
璪,璪,zao3,zǎo,1
璉,琏,lian3,liǎn,1
璥,璥,jing3,jǐng,1
璢,琉,liu2,liú,1
璡,琎,jin4,jìn,1
璠,璠,fan2,fán,1
璟,璟,jing3,jǐng,1
璝,璝,gui1,guī,1
璚,璚,qiong2,qióng,1
璚,璚,jue2,jué,1
璘,璘,lin2,lín,1
璊,𫞩,men2,mén,1
璉,琏,lian2,lián,1
瑂,瑂,mei2,méi,1
倵,倵,wu3,wǔ,1
瓖,瓖,xiang1,xiāng,1
珚,珚,yan1,yān,1
珹,珹,cheng2,chéng,1
珷,珷,wu3,wǔ,1
珶,珶,di4,dì,1
珵,珵,cheng2,chéng,1
珳,珳,wen2,wén,1
珪,珪,gui1,guī,1
珩,珩,heng2,héng,1
珦,珦,xiang4,xiàng,1
珡,珡,qin2,qín,1
珝,珝,xu3,xǔ,1
珛,珛,xiu4,xiù,1
珖,珖,guang1,guāng,1
珻,珻,mei2,méi,1
珔,珔,jian4,jiàn,1
珒,珒,jin1,jīn,1
珎,珍,zhen1,zhēn,1
偈,偈,ji4,jì,1
偈,偈,jie2,jié,1
珌,珌,bi4,bì,1
珋,珋,liu3,liǔ,1
偓,偓,wo4,wò,1
珇,珇,zu3,zǔ,1
珃,珃,ran3,rǎn,1
玿,玿,shao2,sháo,1
珺,珺,jun4,jùn,1
珽,珽,ting3,tǐng,1
倶,倶,ju4,jù,1
琠,琠,dian3,diǎn,1
琹,琴,qin2,qín,1
倷,倷,nai3,nǎi,1
琲,琲,bei4,bèi,1
琱,琱,diao1,diāo,1
琰,琰,yan3,yǎn,1
琯,琯,guan3,guǎn,1
琭,琭,lu4,lù,1
琬,琬,wan3,wǎn,1
琫,琫,beng3,běng,1
琨,琨,kun1,kūn,1
琤,琤,cheng1,chēng,1
琝,琝,min2,mín,1
